gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand
ENSG00000179046,protein_coding,train,-1.4223325904808852,TRIML2,188109611,chr4,-
ENSG00000038382,protein_coding,train,0.8038125366355737,TRIO,14143357,chr5,+
ENSG00000100106,protein_coding,train,0.7751378501677068,TRIOBP,37746290,chr22,+
ENSG00000125733,protein_coding,train,1.1929436076268407,TRIP10,6739737,chr19,+
ENSG00000100815,protein_coding,train,0.5099831302915099,TRIP11,92040074,chr14,-
ENSG00000153827,protein_coding,train,1.2274786646367446,TRIP12,229922042,chr2,-
ENSG00000071539,protein_coding,train,0.5072721525391081,TRIP13,892935,chr5,+
ENSG00000103671,protein_coding,train,0.6828435734782924,TRIP4,64387864,chr15,+
ENSG00000087077,protein_coding,train,1.1855763624365625,TRIP6,100867423,chr7,+
ENSG00000043514,protein_coding,train,0.6809363204780591,TRIT1,39883512,chr1,-
ENSG00000104907,protein_coding,train,1.2454287665190746,TRMT1,13116756,chr19,-
ENSG00000066651,protein_coding,train,0.5834556992108366,TRMT11,125986549,chr6,+
ENSG00000173113,protein_coding,train,1.6201854492120575,TRMT112,64317571,chr11,-
ENSG00000183665,protein_coding,train,0.5585159748176222,TRMT12,124450832,chr8,+
ENSG00000121486,protein_coding,train,0.5658469461082872,TRMT1L,185156988,chr1,-
ENSG00000099899,protein_coding,train,0.7174811784413736,TRMT2A,20117261,chr22,-
ENSG00000188917,protein_coding,train,0.6444452927306553,TRMT2B,101052118,chrX,-
ENSG00000126814,protein_coding,train,0.3795272032975494,TRMT5,60981099,chr14,-
ENSG00000089195,protein_coding,train,0.5599512682289733,TRMT6,5950566,chr20,-
ENSG00000166166,protein_coding,train,0.603119505300568,TRMT61A,103529206,chr14,+
ENSG00000171103,protein_coding,train,0.7544728998961063,TRMT61B,28870317,chr2,-
ENSG00000100416,protein_coding,train,0.4896687774288465,TRMU,46335761,chr22,+
ENSG00000180098,protein_coding,train,0.5432635431018624,TRNAU1AP,28553112,chr1,+
ENSG00000253368,protein_coding,train,0.9160821982728828,TRNP1,26993709,chr1,+
ENSG00000072756,protein_coding,train,0.3408422358984212,TRNT1,3126974,chr3,+
ENSG00000067445,protein_coding,valid,0.1997696403977881,TRO,54920830,chrX,+
ENSG00000135451,protein_coding,train,0.4539583088357297,TROAP,49323296,chr12,+
ENSG00000104321,protein_coding,train,-1.303601843457475,TRPA1,72075591,chr8,-
ENSG00000144935,protein_coding,train,0.2386529879644778,TRPC1,142724075,chr3,+
ENSG00000138741,protein_coding,train,-1.1662894696894923,TRPC3,121952082,chr4,-
ENSG00000133107,protein_coding,valid,-0.9227054664307828,TRPC4,37869797,chr13,-
ENSG00000100991,protein_coding,train,1.5100737347650703,TRPC4AP,35092815,chr20,-
ENSG00000072315,protein_coding,train,-1.4158491531920192,TRPC5,112082001,chrX,-
ENSG00000137672,protein_coding,train,-1.0420284501469452,TRPC6,101583878,chr11,-
ENSG00000069018,protein_coding,train,-1.4632121967076763,TRPC7,136365577,chr5,-
ENSG00000134160,protein_coding,train,-1.4289058704029385,TRPM1,31101733,chr15,-
ENSG00000142185,protein_coding,train,-0.660180395941811,TRPM2,44353629,chr21,+
ENSG00000083067,protein_coding,train,-1.340584000734003,TRPM3,70869069,chr9,-
ENSG00000130529,protein_coding,train,0.4999914212079304,TRPM4,49157820,chr19,+
ENSG00000119121,protein_coding,train,-1.0913574381093183,TRPM6,74887879,chr9,-
ENSG00000092439,protein_coding,valid,0.7401709605425693,TRPM7,50686815,chr15,-
ENSG00000144481,protein_coding,test,-1.3846980873157793,TRPM8,233917379,chr2,+
ENSG00000104447,protein_coding,train,-0.1259820957924856,TRPS1,115668987,chr8,-
ENSG00000149743,protein_coding,train,0.9053911332961738,TRPT1,64226217,chr11,-
ENSG00000196689,protein_coding,train,0.1105545879826734,TRPV1,3597115,chr17,-
ENSG00000187688,protein_coding,train,0.3336470915023258,TRPV2,16415590,chr17,+
ENSG00000167723,protein_coding,train,-0.6305758820302645,TRPV3,3557832,chr17,-
ENSG00000111199,protein_coding,train,-0.3046504176159008,TRPV4,109833406,chr12,-
ENSG00000127412,protein_coding,train,-1.4115755737419096,TRPV5,142933751,chr7,-
ENSG00000165125,protein_coding,train,-1.231447372544825,TRPV6,142885751,chr7,-
ENSG00000196367,protein_coding,train,0.8077427664111915,TRRAP,98878567,chr7,+
ENSG00000165832,protein_coding,train,0.7097187710817566,TRUB1,114938254,chr10,+
ENSG00000167112,protein_coding,train,0.9556775992655474,TRUB2,128322455,chr9,-
ENSG00000165699,protein_coding,train,0.7122397984012017,TSC1,132944630,chr9,-
ENSG00000103197,protein_coding,train,0.9331999678508648,TSC2,2047996,chr16,+
ENSG00000102804,protein_coding,train,1.3682073080585218,TSC22D1,44436897,chr13,-
ENSG00000196428,protein_coding,train,0.7929456063042255,TSC22D2,150408310,chr3,+
ENSG00000157514,protein_coding,train,1.1125345102282125,TSC22D3,107717069,chrX,-
ENSG00000166925,protein_coding,train,1.0766624104265246,TSC22D4,100479238,chr7,-
ENSG00000198860,protein_coding,train,1.0024142842387935,TSEN15,184051761,chr1,+
ENSG00000154743,protein_coding,train,0.2381934917998751,TSEN2,12484521,chr3,+
ENSG00000170892,protein_coding,train,0.992006638613683,TSEN34,54191327,chr19,+
ENSG00000182173,protein_coding,train,0.7214338387145319,TSEN54,75516581,chr17,+
ENSG00000123297,protein_coding,train,0.7101803447796343,TSFM,57782803,chr12,+
ENSG00000074319,protein_coding,train,1.1956999945861495,TSG101,18526953,chr11,-
ENSG00000135951,protein_coding,train,-0.5580970475414375,TSGA10,99141189,chr2,-
ENSG00000213265,protein_coding,train,-0.8961400373277919,TSGA13,130686548,chr7,-
ENSG00000134200,protein_coding,train,-1.4632121967076763,TSHB,115029830,chr1,+
ENSG00000165409,protein_coding,train,-1.4137075508612182,TSHR,80955645,chr14,+
ENSG00000179981,protein_coding,train,0.5957596455605102,TSHZ1,75210872,chr18,+
ENSG00000182463,protein_coding,train,-0.4364644608197852,TSHZ2,52972414,chr20,+
ENSG00000121297,protein_coding,train,0.0831321747747117,TSHZ3,31349474,chr19,-
ENSG00000126467,protein_coding,train,-1.1238531606032574,TSKS,49763314,chr19,-
ENSG00000182704,protein_coding,train,0.8499131285898961,TSKU,76783347,chr11,+
ENSG00000145777,protein_coding,train,-0.9070287505405106,TSLP,111073402,chr5,+
ENSG00000211460,protein_coding,train,1.1515480486022924,TSN,121755717,chr2,+
ENSG00000171045,protein_coding,train,0.3178116441081193,TSNARE1,142403194,chr8,-
ENSG00000116918,protein_coding,train,0.6744355868484335,TSNAX,231528733,chr1,+
ENSG00000102904,protein_coding,test,-0.571299458250154,TSNAXIP1,67806929,chr16,+
ENSG00000117472,protein_coding,train,-0.4866858232738341,TSPAN1,46180538,chr1,+
ENSG00000182612,protein_coding,train,-0.6834338107010233,TSPAN10,81642332,chr17,+
ENSG00000110900,protein_coding,test,-0.6606169943256476,TSPAN11,30926760,chr12,+
ENSG00000106025,protein_coding,train,0.4598804310454135,TSPAN12,120858149,chr7,-
ENSG00000106537,protein_coding,train,0.9623881402416172,TSPAN13,16753796,chr7,+
ENSG00000108219,protein_coding,test,1.1673877089195457,TSPAN14,80454331,chr10,+
ENSG00000099282,protein_coding,test,0.343479650179139,TSPAN15,69451532,chr10,+
ENSG00000130167,protein_coding,train,-1.458492116862817,TSPAN16,11296164,chr19,+
ENSG00000048140,protein_coding,train,0.834808343188445,TSPAN17,176647518,chr5,+
ENSG00000157570,protein_coding,valid,0.1882361353681012,TSPAN18,44727021,chr11,+
ENSG00000231738,protein_coding,train,-1.3498311573091362,TSPAN19,85036279,chr12,-
ENSG00000134198,protein_coding,train,-0.0170838486245854,TSPAN2,115089528,chr1,-
ENSG00000140391,protein_coding,train,1.2339216709240182,TSPAN3,77071164,chr15,-
ENSG00000135452,protein_coding,train,0.5956978311076533,TSPAN31,57745077,chr12,+
ENSG00000064201,protein_coding,train,-1.0806489899141964,TSPAN32,2302177,chr11,+
ENSG00000158457,protein_coding,train,0.4527482488748153,TSPAN33,129166796,chr7,+
ENSG00000214063,protein_coding,train,0.6868903303495766,TSPAN4,842881,chr11,+
ENSG00000168785,protein_coding,train,0.2659964693858994,TSPAN5,98658638,chr4,-
ENSG00000000003,protein_coding,train,0.8756958289986388,TSPAN6,100636767,chrX,-
ENSG00000156298,protein_coding,train,0.6806263123346531,TSPAN7,38561552,chrX,+
ENSG00000127324,protein_coding,train,-1.3226135143325264,TSPAN8,71157816,chr12,-
ENSG00000011105,protein_coding,train,0.7086968537475116,TSPAN9,3077409,chr12,+
ENSG00000175894,protein_coding,valid,-1.2614804456562103,TSPEAR,44711577,chr21,-
ENSG00000100300,protein_coding,train,1.4013840540878102,TSPO,43151584,chr22,+
ENSG00000112212,protein_coding,train,-1.4052365380666896,TSPO2,41042484,chr6,+
ENSG00000189241,protein_coding,train,1.4131636854293068,TSPYL1,116279943,chr6,-
ENSG00000184205,protein_coding,train,0.6882655211967322,TSPYL2,53082374,chrX,+
ENSG00000187189,protein_coding,train,0.9843582721976812,TSPYL4,116254115,chr6,-
ENSG00000180543,protein_coding,train,0.4267733140786777,TSPYL5,97277969,chr8,-
ENSG00000178021,protein_coding,train,-1.4180004680382643,TSPYL6,54256239,chr2,-
ENSG00000167721,protein_coding,train,0.9510677800889676,TSR1,2336464,chr17,-
ENSG00000158526,protein_coding,train,1.225581827044078,TSR2,54440426,chrX,+
ENSG00000184281,protein_coding,train,0.8528700258163299,TSSC4,2400780,chr11,+
ENSG00000212122,protein_coding,train,-1.4355715179326214,TSSK1B,113434994,chr5,-
ENSG00000206203,protein_coding,train,-1.2329047135084354,TSSK2,19131314,chr22,+
ENSG00000162526,protein_coding,train,-1.1273454274969108,TSSK3,32362541,chr1,+
ENSG00000139908,protein_coding,train,-1.2087189961865876,TSSK4,24205704,chr14,+
ENSG00000178093,protein_coding,train,-0.2280628403961519,TSSK6,19516182,chr19,-
ENSG00000128311,protein_coding,train,0.8994164709266951,TST,37019454,chr22,-
ENSG00000215845,protein_coding,train,0.9607444405475822,TSTD1,161039003,chr1,-
ENSG00000136925,protein_coding,train,0.6198904170998344,TSTD2,97633400,chr9,-
ENSG00000146216,protein_coding,train,-1.1991078171190104,TTBK1,43243518,chr6,+
ENSG00000128881,protein_coding,train,0.2122101559707532,TTBK2,42920793,chr15,-
ENSG00000113312,protein_coding,train,1.2551955458018569,TTC1,160009169,chr5,+
ENSG00000149292,protein_coding,train,0.1318986920352827,TTC12,113314603,chr11,+
ENSG00000143643,protein_coding,train,0.4112984280883681,TTC13,230978882,chr1,-
ENSG00000163728,protein_coding,train,0.4741904698960086,TTC14,180602232,chr3,+
ENSG00000167094,protein_coding,train,-1.38069499089652,TTC16,127720280,chr9,+
ENSG00000052841,protein_coding,train,0.7890342739449406,TTC17,43358987,chr11,+
ENSG00000011295,protein_coding,train,0.7384354523051642,TTC19,15999830,chr17,+
ENSG00000168026,protein_coding,train,-0.4497188022984781,TTC21A,39107775,chr3,+
ENSG00000123607,protein_coding,train,0.3682792743688508,TTC21B,165953841,chr2,-
ENSG00000006555,protein_coding,train,-0.9295859690002456,TTC22,54801330,chr1,-
ENSG00000103852,protein_coding,train,0.2026097273760976,TTC23,99249615,chr15,-
ENSG00000205838,protein_coding,train,-1.0569000163707332,TTC23L,34839234,chr5,+
ENSG00000187862,protein_coding,train,-1.3948561652083546,TTC24,156582045,chr1,+
ENSG00000105948,protein_coding,train,-0.0388353405062376,TTC26,139133795,chr7,+
ENSG00000018699,protein_coding,train,0.6882146592323292,TTC27,32628122,chr2,+
ENSG00000100154,protein_coding,train,0.2399633868932324,TTC28,28443557,chr22,-
ENSG00000137473,protein_coding,train,-1.4245135787391872,TTC29,146945869,chr4,-
ENSG00000182670,protein_coding,train,1.0093529244203905,TTC3,37073296,chr21,+
ENSG00000197557,protein_coding,train,-0.033332350692297,TTC30A,177618757,chr2,-
ENSG00000196659,protein_coding,train,-0.0731387226535871,TTC30B,177552810,chr2,-
ENSG00000115282,protein_coding,train,0.722925364858617,TTC31,74483090,chr2,+
ENSG00000183891,protein_coding,train,0.4172790290437664,TTC32,19901704,chr2,-
ENSG00000113638,protein_coding,train,0.532156586927688,TTC33,40755975,chr5,-
ENSG00000172425,protein_coding,train,-0.9468374741802278,TTC36,118527493,chr11,+
ENSG00000198677,protein_coding,train,0.9782985690652916,TTC37,95554994,chr5,-
ENSG00000075234,protein_coding,train,0.7496043921706375,TTC38,46268040,chr22,+
ENSG00000085831,protein_coding,valid,-0.8785298447125334,TTC39A,51330588,chr1,-
ENSG00000155158,protein_coding,train,0.0126724081599501,TTC39B,15307245,chr9,-
ENSG00000168234,protein_coding,train,0.2336401948760878,TTC39C,24014809,chr18,+
ENSG00000243725,protein_coding,train,0.7681628795583074,TTC4,54715891,chr1,+
ENSG00000136319,protein_coding,train,0.1199162215884689,TTC5,20305968,chr14,-
ENSG00000139865,protein_coding,train,-1.4245135787391872,TTC6,37595638,chr14,+
ENSG00000068724,protein_coding,train,0.5845961504066008,TTC7A,46941282,chr2,+
ENSG00000165914,protein_coding,train,0.6646479914879773,TTC7B,90816460,chr14,-
ENSG00000165533,protein_coding,train,0.5731311792145544,TTC8,88824703,chr14,+
ENSG00000133985,protein_coding,train,0.2387841908723953,TTC9,70641961,chr14,+
ENSG00000174521,protein_coding,train,-1.2985464054434328,TTC9B,40218400,chr19,-
ENSG00000162222,protein_coding,train,0.671309660917229,TTC9C,62728517,chr11,+
ENSG00000125482,protein_coding,train,0.6147815812701641,TTF1,132406853,chr9,-
ENSG00000116830,protein_coding,train,0.464223029446289,TTF2,117060351,chr1,+
ENSG00000101407,protein_coding,test,0.8206324578943347,TTI1,38033468,chr20,-
ENSG00000129696,protein_coding,train,0.3663784138477367,TTI2,33513158,chr8,-
ENSG00000112742,protein_coding,train,0.2572452690977888,TTK,80004694,chr6,+
ENSG00000114999,protein_coding,train,0.9010917800926904,TTL,112482176,chr2,+
ENSG00000100271,protein_coding,train,0.4029732128054628,TTLL1,43089418,chr22,-
ENSG00000162571,protein_coding,train,-1.2661540214952922,TTLL10,1179699,chr1,+
ENSG00000175764,protein_coding,train,-0.0195650740705754,TTLL11,122093314,chr9,-
ENSG00000100304,protein_coding,train,1.019858709823732,TTLL12,43187147,chr22,-
ENSG00000120440,protein_coding,train,-1.4632121967076763,TTLL2,167325120,chr6,+
ENSG00000214021,protein_coding,train,0.4285352776999376,TTLL3,9810339,chr3,+
ENSG00000135912,protein_coding,train,0.5392768296287724,TTLL4,218710899,chr2,+
ENSG00000119685,protein_coding,test,0.2514691712299663,TTLL5,75661304,chr14,+
ENSG00000170703,protein_coding,train,-1.2568524664058642,TTLL6,48817069,chr17,-
ENSG00000137941,protein_coding,train,-0.1400575101361674,TTLL7,83999179,chr1,-
ENSG00000131044,protein_coding,train,-1.2256623726707392,TTLL9,31879838,chr20,+
ENSG00000155657,protein_coding,train,-1.1804506440013274,TTN,178807430,chr2,-
ENSG00000137561,protein_coding,train,-1.2018340551432876,TTPA,63086075,chr8,-
ENSG00000124120,protein_coding,train,0.4061641703537488,TTPAL,44475900,chr20,+
ENSG00000118271,protein_coding,train,-1.3104273441009038,TTR,31591884,chr18,+
ENSG00000167614,protein_coding,train,-0.7382757485973056,TTYH1,54415501,chr19,+
ENSG00000141540,protein_coding,train,0.0586518717500127,TTYH2,74213583,chr17,+
ENSG00000136295,protein_coding,train,1.1546215898213972,TTYH3,2631972,chr7,+
ENSG00000166402,protein_coding,train,0.2105423050505253,TUB,8081345,chr11,+
ENSG00000167552,protein_coding,train,2.0484258794352783,TUBA1A,49189092,chr12,-
ENSG00000123416,protein_coding,train,2.556679350582441,TUBA1B,49131397,chr12,-
ENSG00000167553,protein_coding,train,2.08884868255878,TUBA1C,49265091,chr12,+
ENSG00000198033,protein_coding,train,-1.4632121967076763,TUBA3C,19181830,chr13,-
ENSG00000152086,protein_coding,train,-1.378706039930046,TUBA3E,130198444,chr2,-
ENSG00000127824,protein_coding,train,1.054581100691669,TUBA4A,219253925,chr2,-
ENSG00000183785,protein_coding,train,-0.2882319904977187,TUBA8,18110818,chr22,+
ENSG00000178462,protein_coding,test,-1.2788467950712408,TUBAL3,5404832,chr10,-
ENSG00000196230,protein_coding,train,2.6030003498078584,TUBB,30720364,chr6,+
ENSG00000101162,protein_coding,train,-1.2740471172547958,TUBB1,59019436,chr20,+
ENSG00000137267,protein_coding,train,1.469733989534088,TUBB2A,3157550,chr6,-
ENSG00000137285,protein_coding,train,0.953094637494319,TUBB2B,3227660,chr6,-
ENSG00000258947,protein_coding,train,0.6525202411425916,TUBB3,89923351,chr16,+
ENSG00000104833,protein_coding,train,-0.2793503559772511,TUBB4A,6502317,chr19,-
ENSG00000188229,protein_coding,train,2.236912993549768,TUBB4B,137241296,chr9,+
ENSG00000176014,protein_coding,train,1.5570736416633284,TUBB6,12308253,chr18,+
ENSG00000108423,protein_coding,train,0.3867363024694804,TUBD1,59892951,chr17,-
ENSG00000074935,protein_coding,train,0.693324373776285,TUBE1,112087540,chr6,-
ENSG00000131462,protein_coding,train,1.4411982754547588,TUBG1,42609730,chr17,+
ENSG00000037042,protein_coding,train,0.9772626129633356,TUBG2,42659307,chr17,+
ENSG00000130640,protein_coding,train,0.9984505274740552,TUBGCP2,133308889,chr10,-
ENSG00000126216,protein_coding,train,0.6202721045797888,TUBGCP3,112588174,chr13,-
ENSG00000137822,protein_coding,valid,0.6794619740636224,TUBGCP4,43371109,chr15,+
ENSG00000128159,protein_coding,train,0.8605718372052887,TUBGCP6,50245015,chr22,-
ENSG00000178952,protein_coding,train,1.85686781018696,TUFM,28846354,chr16,-
ENSG00000143367,protein_coding,train,0.3900856695958976,TUFT1,151540316,chr1,+
ENSG00000112041,protein_coding,train,-1.3052990334988772,TULP1,35512902,chr6,-
ENSG00000104804,protein_coding,train,-1.0849034050734012,TULP2,48898747,chr19,-
ENSG00000130338,protein_coding,train,0.4749087198641463,TULP4,158312332,chr6,+
ENSG00000198680,protein_coding,train,0.567325894545329,TUSC1,25678310,chr9,-
ENSG00000114383,protein_coding,train,1.1443596257846378,TUSC2,50328245,chr3,-
ENSG00000104723,protein_coding,train,0.9049887137276362,TUSC3,15540277,chr8,+
ENSG00000149016,protein_coding,train,0.6222051790810453,TUT1,62591532,chr11,-
ENSG00000151239,protein_coding,train,1.026398996330026,TWF1,43806333,chr12,-
ENSG00000247596,protein_coding,train,1.3928070045892564,TWF2,52239165,chr3,-
ENSG00000122691,protein_coding,train,-0.6380137992135331,TWIST1,19117645,chr7,-
ENSG00000233608,protein_coding,train,-0.2830801157674257,TWIST2,238848091,chr2,+
ENSG00000128791,protein_coding,valid,1.0033706241992764,TWSG1,9334846,chr18,+
ENSG00000074966,protein_coding,valid,-1.0538881706302552,TXK,48134256,chr4,-
ENSG00000084652,protein_coding,train,1.124140013187634,TXLNA,32179754,chr1,+
ENSG00000164440,protein_coding,train,-0.7735090705276235,TXLNB,139292053,chr6,-
ENSG00000086712,protein_coding,train,0.7571415289849209,TXLNG,16786490,chrX,+
ENSG00000136810,protein_coding,train,2.047243285092164,TXN,110256516,chr9,-
ENSG00000100348,protein_coding,train,1.460892333199283,TXN2,36481646,chr22,-
ENSG00000153066,protein_coding,train,1.0443325895377549,TXNDC11,11742870,chr16,-
ENSG00000117862,protein_coding,train,1.2627849226520866,TXNDC12,52055216,chr1,-
ENSG00000113621,protein_coding,train,0.7070865224357737,TXNDC15,134874420,chr5,+
ENSG00000087301,protein_coding,train,0.2589456135648684,TXNDC16,52552551,chr14,-
ENSG00000129235,protein_coding,train,1.127456197716784,TXNDC17,6641066,chr17,+
ENSG00000168454,protein_coding,train,-1.2902385904617033,TXNDC2,9885995,chr18,+
ENSG00000239264,protein_coding,train,1.569745216067658,TXNDC5,7910805,chr6,-
ENSG00000204193,protein_coding,train,-1.4632121967076763,TXNDC8,110337867,chr9,-
ENSG00000115514,protein_coding,train,0.8015548449149473,TXNDC9,99336360,chr2,-
ENSG00000091164,protein_coding,train,0.8321120214140492,TXNL1,56638644,chr18,-
ENSG00000141759,protein_coding,valid,1.3942846412634833,TXNL4A,79988598,chr18,-
ENSG00000140830,protein_coding,train,0.5924723288143148,TXNL4B,72093647,chr16,-
ENSG00000198431,protein_coding,test,1.253923905033484,TXNRD1,104287059,chr12,+
ENSG00000184470,protein_coding,train,0.3559902785137545,TXNRD2,19941833,chr22,-
ENSG00000105397,protein_coding,train,0.9403084842676458,TYK2,10380544,chr19,-
ENSG00000025708,protein_coding,train,0.3250304276032791,TYMP,50530020,chr22,-
ENSG00000176890,protein_coding,train,1.454908360480902,TYMS,657729,chr18,+
ENSG00000077498,protein_coding,valid,-1.4632121967076763,TYR,89177881,chr11,+
ENSG00000092445,protein_coding,train,0.5232383645892053,TYRO3,41559260,chr15,+
ENSG00000011600,protein_coding,train,-0.698331650934652,TYROBP,35908317,chr19,-
ENSG00000107165,protein_coding,train,-1.1067673721448044,TYRP1,12693460,chr9,+
ENSG00000156521,protein_coding,train,0.4700191512696117,TYSND1,70146723,chr10,-
ENSG00000162623,protein_coding,train,0.71573247907079,TYW3,74733184,chr1,+
ENSG00000162971,protein_coding,train,-0.100632570040751,TYW5,199955521,chr2,-
ENSG00000160201,protein_coding,train,0.859952481965779,U2AF1,43107585,chr21,-
ENSG00000161265,protein_coding,train,0.470582816040375,U2AF1L4,35745443,chr19,-
ENSG00000063244,protein_coding,train,1.627506011920703,U2AF2,55655086,chr19,+
ENSG00000163714,protein_coding,train,0.9427982772534992,U2SURP,143001633,chr3,+
ENSG00000137831,protein_coding,train,0.5599512682289733,UACA,70763537,chr15,-
ENSG00000117143,protein_coding,train,1.0539933325316289,UAP1,162561729,chr1,+
ENSG00000197355,protein_coding,train,0.336164470322405,UAP1L1,137077529,chr9,+
ENSG00000130985,protein_coding,train,1.6819739008500822,UBA1,47193842,chrX,+
ENSG00000126261,protein_coding,train,1.5642206881616132,UBA2,34428427,chr19,+
ENSG00000144744,protein_coding,train,1.1070654618102085,UBA3,69080390,chr3,-
ENSG00000081307,protein_coding,train,0.667764875806301,UBA5,132660412,chr3,+
ENSG00000033178,protein_coding,valid,0.7094999740505894,UBA6,67701178,chr4,-
ENSG00000182179,protein_coding,train,0.5864277962754251,UBA7,49813971,chr3,-
ENSG00000130560,protein_coding,train,1.057392294324149,UBAC1,135961400,chr9,-
ENSG00000134882,protein_coding,train,1.042769411079555,UBAC2,99200899,chr13,+
ENSG00000165006,protein_coding,train,1.2873528841315678,UBAP1,34179066,chr9,+
ENSG00000246922,protein_coding,train,-0.3685825564069627,UBAP1L,65115211,chr15,-
ENSG00000137073,protein_coding,train,0.6363440009637531,UBAP2,34048896,chr9,-
ENSG00000143569,protein_coding,train,1.424679411184408,UBAP2L,154220966,chr1,+
ENSG00000160185,protein_coding,train,-1.4010570915541127,UBASH3A,42403943,chr21,+
ENSG00000154127,protein_coding,valid,0.2766526566114063,UBASH3B,122655732,chr11,+
ENSG00000170315,protein_coding,train,2.6527860853640703,UBB,16381102,chr17,+
ENSG00000150991,protein_coding,train,2.666664745553073,UBC,124914652,chr12,-
ENSG00000213886,protein_coding,train,-1.121539184743775,UBD,29559738,chr6,-
ENSG00000077721,protein_coding,train,1.1286134170879776,UBE2A,119574573,chrX,+
ENSG00000119048,protein_coding,test,1.0770771378803212,UBE2B,134371579,chr5,+
ENSG00000175063,protein_coding,train,1.048943901832452,UBE2C,45812657,chr20,+
ENSG00000072401,protein_coding,train,1.020250396487538,UBE2D1,58335014,chr10,+
ENSG00000131508,protein_coding,train,1.3345897719821558,UBE2D2,139561398,chr5,+
ENSG00000109332,protein_coding,train,1.4351012018854008,UBE2D3,102827566,chr4,-
ENSG00000078967,protein_coding,train,0.5889740064876543,UBE2D4,43926480,chr7,+
ENSG00000170142,protein_coding,train,1.2678927899849617,UBE2E1,23806021,chr3,+
ENSG00000182247,protein_coding,train,0.7481049030398429,UBE2E2,23203139,chr3,+
ENSG00000170035,protein_coding,train,1.188136462793318,UBE2E3,180980651,chr2,+
ENSG00000132388,protein_coding,train,1.151509742460183,UBE2G1,4366540,chr17,-
ENSG00000184787,protein_coding,train,1.1231650207744044,UBE2G2,44801812,chr21,-
ENSG00000186591,protein_coding,train,1.2378337099605143,UBE2H,129952988,chr7,-
ENSG00000103275,protein_coding,train,1.1739183322693756,UBE2I,1309696,chr16,+
ENSG00000198833,protein_coding,train,1.1835576746783496,UBE2J1,89352740,chr6,-
ENSG00000160087,protein_coding,train,0.8484277393185506,UBE2J2,1273874,chr1,-
ENSG00000078140,protein_coding,train,1.15386936378917,UBE2K,39698152,chr4,+
ENSG00000185651,protein_coding,train,1.35096411414172,UBE2L3,21567722,chr22,+
ENSG00000156587,protein_coding,train,1.1924606869998469,UBE2L6,57567682,chr11,-
ENSG00000130725,protein_coding,train,1.4790720527426886,UBE2M,58558992,chr19,-
ENSG00000177889,protein_coding,train,1.214466614931627,UBE2N,93441974,chr12,-
ENSG00000175931,protein_coding,train,0.874975848640592,UBE2O,76453167,chr17,-
ENSG00000160714,protein_coding,train,1.1326864396533067,UBE2Q1,154558721,chr1,-
ENSG00000140367,protein_coding,valid,0.9171036376282083,UBE2Q2,75843528,chr15,+
ENSG00000215218,protein_coding,train,-0.7956292767967271,UBE2QL1,6448889,chr5,+
ENSG00000107341,protein_coding,train,1.3210252104919642,UBE2R2,33817199,chr9,+
ENSG00000108106,protein_coding,train,1.1515001654413048,UBE2S,55407795,chr19,-
ENSG00000077152,protein_coding,test,1.104354711964905,UBE2T,202341943,chr1,-
ENSG00000177414,protein_coding,train,-1.4632121967076763,UBE2U,64203637,chr1,+
ENSG00000244687,protein_coding,train,1.4062116851515254,UBE2V1,50113157,chr20,-
ENSG00000169139,protein_coding,train,0.7703495847129986,UBE2V2,48008447,chr8,+
ENSG00000104343,protein_coding,train,0.3950657914867517,UBE2W,73878885,chr8,-
ENSG00000159202,protein_coding,train,1.1697620057250682,UBE2Z,48908415,chr17,+
ENSG00000114062,protein_coding,test,1.1676562212812944,UBE3A,25439065,chr15,-
ENSG00000151148,protein_coding,train,0.567981727790334,UBE3B,109477652,chr12,+
ENSG00000009335,protein_coding,train,0.9648643512836068,UBE3C,157138980,chr7,+
ENSG00000110344,protein_coding,train,1.0067222052124851,UBE4A,118359646,chr11,+
ENSG00000130939,protein_coding,train,0.8607309693608324,UBE4B,10032984,chr1,+
ENSG00000103353,protein_coding,train,1.057217081959387,UBFD1,23557741,chr16,+
ENSG00000120942,protein_coding,train,0.6392008579434434,UBIAD1,11273233,chr1,+
ENSG00000122042,protein_coding,train,1.044272562443647,UBL3,29850357,chr13,-
ENSG00000102178,protein_coding,train,1.014954299010219,UBL4A,154486635,chrX,-
ENSG00000186150,protein_coding,train,-1.4010570915541127,UBL4B,110112466,chr1,+
ENSG00000198258,protein_coding,train,2.0777948137912574,UBL5,9827951,chr19,+
ENSG00000138629,protein_coding,train,1.3366491068156936,UBL7,74461192,chr15,-
ENSG00000164332,protein_coding,valid,1.006527237017545,UBLCP1,159263326,chr5,+
ENSG00000118900,protein_coding,train,0.8869187973069234,UBN1,4847519,chr16,+
ENSG00000157741,protein_coding,valid,0.2838647166338898,UBN2,139231259,chr7,+
ENSG00000153560,protein_coding,test,0.9459254917200426,UBP1,33440413,chr3,-
ENSG00000135018,protein_coding,train,1.2872881505470155,UBQLN1,83707991,chr9,-
ENSG00000188021,protein_coding,train,1.2358336222043358,UBQLN2,56563639,chrX,+
ENSG00000175520,protein_coding,train,-1.4514989074990443,UBQLN3,5509979,chr11,-
ENSG00000160803,protein_coding,train,1.0581274803644865,UBQLN4,156053814,chr1,-
ENSG00000175518,protein_coding,train,-0.9973494156497976,UBQLNL,5516704,chr11,-
