gene_id,gene_type,split,labels,gene_name,TSS,chromosome_name,strand,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000080608,protein_coding,train,0.923775053057942,PUM3,2844241,chr9,-,3.4263318552365574,4.837357974154779,3.58801297794036
ENSG00000080910,protein_coding,train,-1.4632121967076763,CFHR2,196912911,chr1,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000081791,protein_coding,train,0.9430212730630582,DELE1,141303373,chr5,+,3.0770549577037998,4.544337004072919,3.270140184607235
ENSG00000082074,protein_coding,train,-0.5782246047526935,FYB1,39219708,chr5,-,0.5613994608950348,2.049177676401429,0.7414885592498122
ENSG00000083097,protein_coding,train,0.2874892361456892,DOP1A,83777385,chr6,+,-0.12139235428247,1.3554110055703903,0.067914014088466
ENSG00000083223,protein_coding,train,0.6276398281200223,TUT7,88969325,chr9,-,1.2691528672171732,2.7510994664582467,1.4567010310082051
ENSG00000084444,protein_coding,train,0.070582615988769,FAM234B,13197218,chr12,+,0.0278617753545092,1.4757593668238898,0.1793836543562975
ENSG00000085231,protein_coding,train,1.190365272424769,AK6,68665369,chr5,-,2.3769848882562976,3.8417215811284624,2.539133990334676
ENSG00000086205,protein_coding,train,-1.2032030722855704,FOLH1,49230188,chr11,-,-0.3910015638233342,1.031818625826357,-0.2019079992713639
ENSG00000086288,protein_coding,train,-1.3887352530502792,NME8,37888199,chr7,+,-2.966911830667813,-1.454426943964968,-2.789860542598332
ENSG00000086619,protein_coding,train,0.0143597878335434,ERO1B,236445285,chr1,-,0.1556197210264469,1.601648980441121,0.3398215049233423
ENSG00000087302,protein_coding,train,1.4907098078031984,RTRAF,52456193,chr14,+,3.7039755334170215,5.189290860640641,3.8451287046767137
ENSG00000087448,protein_coding,train,0.6174462225265674,KLHL42,27932953,chr12,+,1.9256197120029357,3.3686007465140952,2.0885486970102383
ENSG00000087884,protein_coding,test,0.4649972355280779,AAMDC,77532160,chr11,+,1.9054279234212848,3.2975582811681865,2.118492625869405
ENSG00000088899,protein_coding,train,0.5103532934866896,LZTS3,3149207,chr20,-,4.434181173094111,5.923634118388335,4.628067819927462
ENSG00000089060,protein_coding,train,0.3783068164382995,SLC8B1,113772835,chr12,-,2.4021764249794826,3.896213713517568,2.592205851913623
ENSG00000089063,protein_coding,train,1.5576028433278712,TMEM230,5093688,chr20,-,5.847262848923799,7.344811634690619,6.016121869479017
ENSG00000089101,protein_coding,train,-1.340584000734003,CFAP61,20033196,chr20,+,-3.1923153567568927,-1.7670936989931698,-2.9793733494100425
ENSG00000089154,protein_coding,train,1.1817909868165115,GCN1,120632513,chr12,-,3.930567042196169,5.420344283755267,4.102355788733766
ENSG00000089486,protein_coding,train,1.1339204418535622,CDIP1,4565110,chr16,-,2.385292973645792,3.861101798254437,2.555030801182208
ENSG00000089916,protein_coding,train,0.197198941952262,GPATCH2L,76618279,chr14,+,0.1605330087609084,1.5863564323022448,0.3461910297990695
ENSG00000090097,protein_coding,train,1.005798646907474,PCBP4,51995652,chr3,-,3.5829533517652794,5.058303506081199,3.74417186191114
ENSG00000090530,protein_coding,train,0.1054561724727421,P3H2,189838718,chr3,-,1.0206977595946245,2.540374506190304,1.1711427631608933
ENSG00000090861,protein_coding,train,1.6176613931676262,AARS1,70323446,chr16,-,3.5304453546929064,4.988925494507408,3.716793401718927
ENSG00000091262,protein_coding,train,-0.733158502526402,ABCC6,16317321,chr16,-,-1.9340141705014149,-0.4287600687985116,-1.7326439882161129
ENSG00000091436,protein_coding,test,0.5596845655102736,MAP3K20,173940570,chr2,+,1.5569443527948883,3.0430644786649377,1.7266568626856873
ENSG00000092847,protein_coding,train,0.748329008543398,AGO1,36348810,chr1,+,2.111231672786384,3.580953456858075,2.296692330946985
ENSG00000093072,protein_coding,train,0.5201675683358274,ADA2,17702879,chr22,-,3.275483892667288,4.790975293437159,3.5170110698516
ENSG00000094661,protein_coding,train,-1.4632121967076763,OR1I1,15197791,chr19,+,-6.67300253543424,-5.725469955328377,-6.601211852366231
ENSG00000094975,protein_coding,train,0.8651476190958755,SUCO,172501489,chr1,+,2.765386225993617,4.193180353742616,2.9440713065459163
ENSG00000095110,protein_coding,train,-1.4538185410237352,NXPE1,114400742,chr11,-,-6.9839316313723465,-6.265344566520995,-6.947862376664824
ENSG00000095397,protein_coding,train,0.1906379840971738,WHRN,117267250,chr9,-,1.2470768319308174,2.713695814843359,1.389731996394422
ENSG00000095932,protein_coding,train,-0.583021793390013,SMIM24,3480540,chr19,-,0.1664583717225328,1.6067738440486845,0.3164933377753143
ENSG00000099284,protein_coding,train,0.8486272691846389,MACROH2A2,71812552,chr10,+,1.7441180294040195,3.233213172520312,1.9073521841713712
ENSG00000099290,protein_coding,train,0.7508986407113993,WASHC2A,51827648,chr10,+,2.7768619935996948,4.232330740926606,2.921531542490272
ENSG00000099624,protein_coding,valid,1.68952607636913,ATP5F1D,1241767,chr19,+,5.798021992477215,7.236949845807007,5.9527086369603
ENSG00000099625,protein_coding,train,-0.3812585301348227,CBARP,1238026,chr19,-,-1.0403782015207204,0.4150014314519718,-0.8564759674783868
ENSG00000099785,protein_coding,train,0.9639835047980868,MARCHF2,8483289,chr19,+,3.91986443015226,5.383801044825255,4.150332206722867
ENSG00000099812,protein_coding,train,-0.9622587091915348,MISP,751126,chr19,+,3.957793904810255,5.349910148777143,4.131762320824665
ENSG00000099814,protein_coding,train,0.6691965593192791,CEP170B,105331650,chr14,+,3.909427507052698,5.402077485349264,4.066648933664816
ENSG00000099977,protein_coding,train,1.1725094466794048,DDT,24316680,chr22,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000100056,protein_coding,train,0.3925111167204854,ESS2,19132197,chr22,-,1.7029677670327663,3.140386032283057,1.878450703096664
ENSG00000100077,protein_coding,train,0.4720291716946357,GRK3,25960816,chr22,+,1.0723802466772598,2.5662306528215426,1.2549567874613747
ENSG00000100084,protein_coding,train,0.941920141912676,HIRA,19419256,chr22,-,1.1722314688254811,2.645932176281792,1.347552276990064
ENSG00000100121,protein_coding,train,-0.5067824533217987,GGTLC2,22988780,chr22,+,-6.148161027150656,-5.0303245368567975,-6.088040034713085
ENSG00000100138,protein_coding,train,1.527842787191859,SNU13,42084885,chr22,-,5.197574496092971,6.676581947850751,5.373689967460969
ENSG00000100167,protein_coding,train,-0.5473116269942682,SEPTIN3,42372938,chr22,+,-0.1592346626761259,1.2686739245483585,0.0220481651801728
ENSG00000100218,protein_coding,valid,-1.1513083053540245,RSPH14,23484280,chr22,-,-1.9406447223835788,-0.5249151170512174,-1.7307274219549862
ENSG00000100220,protein_coding,train,1.3832266208349462,RTCB,32808242,chr22,-,4.273963398894835,5.760516375901499,4.470536865092583
ENSG00000100288,protein_coding,train,1.0624108378694928,CHKB,51021249,chr22,-,-3.1405074546072203,-1.6882643980207304,-3.0081017984969645
ENSG00000100324,protein_coding,train,0.8194189295706488,TAB1,39795746,chr22,+,2.4504590656379577,3.9384834078066806,2.5902666649384205
ENSG00000100335,protein_coding,train,0.821689355136569,MIEF1,39898358,chr22,+,2.112433251179737,3.615981210814781,2.303167015711149
ENSG00000100418,protein_coding,train,0.9167738745905616,DESI1,42017100,chr22,-,3.0052203134113418,4.472669721525345,3.205408153571001
ENSG00000100483,protein_coding,train,0.5309180838281721,VCPKMT,50583276,chr14,-,2.0254186593880683,3.500292176734166,2.2349304477791856
ENSG00000100528,protein_coding,valid,1.5458384915430272,CNIH1,54908149,chr14,-,4.250575085597465,5.765293392997895,4.383745758561945
ENSG00000100557,protein_coding,train,-1.442332166007687,CCDC198,57960570,chr14,-,-6.559791924986251,-5.687799537362322,-6.454822365384707
ENSG00000100565,protein_coding,train,-1.4632121967076763,LRRC74A,77292727,chr14,+,-5.83650126771712,-4.6766875822420975,-5.740817919661812
ENSG00000100626,protein_coding,train,-0.4143846574121324,GALNT16,69726891,chr14,+,-1.560642821525743,-0.1113833729318539,-1.3473987824034803
ENSG00000100647,protein_coding,train,0.7042429277066988,SUSD6,70078313,chr14,+,3.5770299545859934,5.030543550193023,3.803805651923029
ENSG00000100731,protein_coding,train,0.679928052375677,PCNX1,71374122,chr14,+,1.0476779751444754,2.500215679741073,1.2005043534465214
ENSG00000100744,protein_coding,train,0.6389751986132431,GSKIP,96829894,chr14,+,2.367930141431883,3.87333090726909,2.559858864483163
ENSG00000100796,protein_coding,train,1.0970422265958175,PPP4R3A,91976488,chr14,-,3.1529297273595427,4.695102985640479,3.3282189367161354
ENSG00000100890,protein_coding,train,0.8789733226668279,PRORP,35591769,chr14,+,-1.1785346761941746,0.2691528672171733,-0.9810810178369482
ENSG00000100908,protein_coding,train,0.7026913888542147,EMC9,24610794,chr14,-,2.66076892702923,4.156437068448693,2.832363460948302
ENSG00000100926,protein_coding,train,1.2011651792924134,TM9SF1,24682679,chr14,-,0.457121457950096,1.953600493934903,0.6384909417104555
ENSG00000101019,protein_coding,train,0.6098871865367481,UQCC1,33999777,chr20,-,2.8971242306911127,4.398049321383964,3.062363522706937
ENSG00000101074,protein_coding,valid,-1.4632121967076763,R3HDML,42965626,chr20,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000101084,protein_coding,train,1.5638875630560092,RAB5IF,35234192,chr20,+,3.249126729714638,4.719725581615968,3.4202398440262773
ENSG00000101158,protein_coding,train,1.0202125054582518,NELFCD,57565150,chr20,+,4.370945412576636,5.812446882959463,4.531936596328982
ENSG00000101166,protein_coding,train,1.1483677059131363,PRELID3B,57617964,chr20,-,5.250916109737855,6.697419384032099,5.431512647487796
ENSG00000101181,protein_coding,train,0.5253940788674413,MTG2,60758101,chr20,+,2.7513994476055097,4.165550215169868,2.927612057425855
ENSG00000101189,protein_coding,valid,1.0309895725359564,MRGBP,61427805,chr20,+,3.28617145110702,4.756318800343895,3.4752016431102426
ENSG00000101193,protein_coding,test,1.1593833046890596,GID8,61569471,chr20,+,4.545047863343031,6.055583959795136,4.715196009222626
ENSG00000101247,protein_coding,train,0.2998171455776434,NDUFAF5,13765653,chr20,+,0.7715475722956062,2.289303314024345,0.9622158412747436
ENSG00000101276,protein_coding,train,-0.7240843108569268,SLC52A3,749131,chr20,-,1.313129734837852,2.758708251884293,1.4854268271702415
ENSG00000101331,protein_coding,train,-0.3560066299165008,CCM2L,30598245,chr20,+,-0.513543044231269,0.9045033658200472,-0.2949510286063182
ENSG00000101342,protein_coding,train,-0.9468374741802278,TLDC2,35504534,chr20,+,-1.5370053933245011,-0.1067154599697276,-1.3327890875191293
ENSG00000101349,protein_coding,train,-1.2724579562691876,PAK5,9819689,chr20,-,-4.202903991745088,-2.8049044228227817,-3.9725628172931486
ENSG00000101353,protein_coding,train,-0.3846642358139238,MROH8,35807962,chr20,-,-0.7737381058087923,0.6906405786156932,-0.5284483343606622
ENSG00000101440,protein_coding,train,-1.259932763661605,ASIP,32782375,chr20,+,-1.0691491433591784,0.3887956999750993,-0.9105018491608974
ENSG00000101448,protein_coding,train,-1.4632121967076763,EPPIN,44175996,chr20,-,-4.380821783940931,-3.068543859087288,-4.227016447861896
ENSG00000101474,protein_coding,train,1.4572466733777791,APMAP,24973615,chr20,-,5.570311124318805,7.008715451754065,5.731411360553167
ENSG00000101812,protein_coding,train,-1.420161583897135,H2BW2,103268269,chrX,+,-5.740817919661812,-4.597714408130004,-5.601211852366231
ENSG00000102030,protein_coding,train,0.9269375435973842,NAA10,153200676,chrX,-,2.030512652025287,3.4967052070932985,2.195158586590933
ENSG00000102043,protein_coding,train,-0.6152464561098736,MTMR8,63615311,chrX,-,-1.5937898914684352,-0.1317873635228693,-1.402397318500073
ENSG00000102128,protein_coding,train,-0.9929284692933226,RAB40AL,102192200,chrX,+,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000102221,protein_coding,train,0.3266682383356417,JADE3,46771868,chrX,+,1.9892843597476708,3.455399558755121,2.1889389071202774
ENSG00000102390,protein_coding,train,1.1158705927240862,PBDC1,75392771,chrX,+,3.7463127664254583,5.227148044501495,3.93935823880356
ENSG00000102445,protein_coding,train,-0.6766083100575945,RUBCNL,46961635,chr13,-,-2.0040452120579486,-0.6108737730752959,-1.785377799351452
ENSG00000102710,protein_coding,train,0.6894084759956459,SUPT20H,37633588,chr13,-,2.0513372956307,3.4970246941775303,2.243577691139817
ENSG00000102760,protein_coding,train,0.7107142380386395,RGCC,42031695,chr13,+,4.7238424856217645,6.176913135423055,4.878872447682251
ENSG00000102763,protein_coding,train,0.5199500532641284,VWA8,42535220,chr13,-,0.9995671265534692,2.5011333760609467,1.2206395128768572
ENSG00000102794,protein_coding,train,-1.4632121967076763,ACOD1,77522632,chr13,+,-5.216250016992825,-3.997693532616832,-5.092955525127202
ENSG00000102802,protein_coding,train,-0.7054794121467628,MEDAG,31480328,chr13,+,0.2710670494910406,1.7488046909370685,0.3983503703459645
ENSG00000103005,protein_coding,train,1.1671190444811042,USB1,58049017,chr16,+,2.497842258860961,3.970191040189467,2.667914826783188
ENSG00000103047,protein_coding,train,0.4352150354826677,TANGO6,68877509,chr16,+,-0.6757654377294687,0.8118819962186679,-0.454229273889864
ENSG00000103121,protein_coding,train,1.282240599200153,CMC2,81032554,chr16,-,-0.3027599518170825,1.1480880826453357,-0.1483209091301943
ENSG00000103245,protein_coding,train,0.6791510005847651,CIAO3,790934,chr16,-,1.4151637295724269,2.9398659618568,1.5872689681043253
ENSG00000103254,protein_coding,train,0.8958674529416902,ANTKMT,770581,chr16,+,3.1110981022797723,4.569241952790184,3.287501846128191
ENSG00000103326,protein_coding,train,0.9643815089894636,CAPN15,577856,chr16,+,2.9766385831733344,4.527577092000671,3.164110459844838
ENSG00000103355,protein_coding,train,-1.3989810965096376,PRSS33,2836842,chr16,-,-0.4140760230413985,1.0299828662157144,-0.2506802754259196
ENSG00000103363,protein_coding,train,1.8801079800734544,ELOB,2827196,chr16,-,7.629264809292088,9.13150125771749,7.846516508216673
ENSG00000103426,protein_coding,test,0.7899792226848129,CORO7-PAM16,4470495,chr16,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000103544,protein_coding,train,0.7465107022233994,VPS35L,19566737,chr16,+,2.215802827645712,3.720136159007703,2.404685175919036
ENSG00000103550,protein_coding,train,0.8780708582325518,KNOP1,19729556,chr16,-,1.4858389668790548,2.9100994253933905,1.6748673691424916
ENSG00000103888,protein_coding,train,-0.5800639405606948,CEMIP,81071712,chr15,+,2.2290341168705514,3.73501302840296,2.38391161099632
ENSG00000103994,protein_coding,train,0.9268606599993376,ZNF106,42749730,chr15,-,1.7285300685579164,3.2534144933485685,1.9052353561095168
ENSG00000104164,protein_coding,test,1.0584771688832848,BLOC1S6,45879321,chr15,+,2.4123479743669134,3.8482373356932262,2.590314577496656
ENSG00000104205,protein_coding,train,0.1307469229041102,SGK3,67687462,chr8,+,0.1302719545188588,1.5948351492349484,0.3059121701566207
ENSG00000104324,protein_coding,train,0.5334623551211927,CPQ,97657455,chr8,+,2.755229433797679,4.179503088356379,2.9386998132393365
ENSG00000104331,protein_coding,train,1.001915699355781,BPNT2,57906403,chr8,-,4.005867036307463,5.4587494560941145,4.153083808161576
ENSG00000104412,protein_coding,test,0.7059119292482408,EMC2,109486080,chr8,+,2.3207734769458703,3.805137651690387,2.459379156045576
ENSG00000104415,protein_coding,train,-1.0304580201806373,CCN4,134203282,chr8,+,1.2196486933910209,2.612376091283237,1.356650918565672
ENSG00000104427,protein_coding,train,0.448130099986309,ZC2HC1A,79578282,chr8,+,1.6637089477978046,3.163273293569883,1.8494388807288569
ENSG00000104522,protein_coding,train,0.9983579518496384,GFUS,144699674,chr8,-,5.292435755359975,6.7300529775235765,5.436674901797884
ENSG00000104524,protein_coding,valid,0.3153621584559681,PYCR3,144691784,chr8,-,3.322591582015829,4.827590410459593,3.5450911217307977
ENSG00000104818,protein_coding,train,-1.3535810907547805,CGB2,49535169,chr19,+,-4.374823043319488,-2.9523220248555244,-4.254289378012
ENSG00000104827,protein_coding,train,-1.38069499089652,CGB3,49527590,chr19,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000104835,protein_coding,train,0.8607309693608324,SARS2,39421536,chr19,-,0.0973411087967015,1.5508514250686556,0.2897164484862992
ENSG00000104964,protein_coding,train,2.1895228987088644,TLE5,3056766,chr19,-,5.194780488823183,6.626112010858614,5.35711561134292
ENSG00000105085,protein_coding,train,0.4495202715463471,MED26,16689588,chr19,-,1.010135314885185,2.475370279995865,1.2023236808106983
ENSG00000105219,protein_coding,train,-0.9705811000343342,CCNP,40732597,chr19,-,-0.169744675832317,1.3160298585195769,-0.0083919916068414
ENSG00000105248,protein_coding,train,1.057824208325182,YJU2,4247076,chr19,+,3.058506994963288,4.56097168244308,3.23485382728
ENSG00000105261,protein_coding,train,-1.2902385904617033,OVOL3,36602105,chr19,+,-2.334971132362961,-0.9029286294560964,-2.1552126499209403
ENSG00000105298,protein_coding,train,0.8696796837277725,CACTIN,3626813,chr19,-,1.369773555863834,2.8619950525959497,1.5317682069116962
ENSG00000105341,protein_coding,valid,1.2827347058195484,DMAC2,41945442,chr19,-,3.6121755424745543,5.098853237640781,3.805344053213096
ENSG00000105373,protein_coding,train,2.0738129063731376,NOP53,48248822,chr19,+,5.515557926874427,6.955635959956027,5.664849725217216
ENSG00000105479,protein_coding,train,-0.917422120209963,ODAD1,48823332,chr19,-,0.0157829972409274,1.4737869116143674,0.2411079749340544
ENSG00000105520,protein_coding,train,0.8117975216707112,PLPPR2,11466062,chr19,+,3.309321730484024,4.723269119732399,3.5008530307798496
ENSG00000105523,protein_coding,train,-1.1500809719124268,FAM83E,49116819,chr19,-,0.9524826744304754,2.388024175812457,1.107420058836365
ENSG00000105792,protein_coding,valid,-0.6421969313527919,CFAP69,89901217,chr7,+,-0.8556925327369577,0.5725016646420333,-0.7069827279504917
ENSG00000105849,protein_coding,valid,0.6883418039195068,POLR1F,19748710,chr7,-,2.7041858573739868,4.1244687578257135,2.905216097964578
ENSG00000105852,protein_coding,train,-1.073294360258234,PON3,94995225,chr7,-,-3.4595758953553424,-1.931810741221032,-3.3032939207483114
ENSG00000105928,protein_coding,train,0.0379750827103416,GSDME,24745656,chr7,-,-0.5439298392186931,0.9087360644126286,-0.3215674662038474
ENSG00000105968,protein_coding,train,1.3161093366682162,H2AZ2,44887676,chr7,-,4.52883383047882,5.985680300575565,4.711869298001329
ENSG00000106034,protein_coding,train,-0.4599083993205188,CPED1,120628731,chr7,+,-0.7408179196618125,0.7229031385604489,-0.5092245183270782
ENSG00000106105,protein_coding,train,1.415074104454542,GARS1,30634297,chr7,+,2.784692421353566,4.2338650578378285,2.958137391474273
ENSG00000106125,protein_coding,test,-0.3362010769690754,MINDY4,30819152,chr7,+,-2.805912947883697,-1.3411715756563465,-2.652901329377732
ENSG00000106246,protein_coding,train,0.7813434512991027,PTCD1,99036539,chr7,-,-0.7417826104639821,0.7755984297076748,-0.573896299314951
ENSG00000106302,protein_coding,test,-1.4355715179326214,HYAL4,123485223,chr7,+,-6.020925838854548,-4.882570916413106,-5.869859864663551
ENSG00000106331,protein_coding,train,-1.440067893877767,PAX4,127255780,chr7,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000106410,protein_coding,train,-1.4632121967076763,NOBOX,144107320,chr7,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000106436,protein_coding,train,-1.4632121967076763,MYL10,101272576,chr7,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000106560,protein_coding,train,-0.4782844682575278,GIMAP2,150382788,chr7,+,1.230326000028692,2.68941099302623,1.40735275114004
ENSG00000106603,protein_coding,train,0.3708681697272827,COA1,43769316,chr7,-,1.8398386861912877,3.3365833229797697,2.030371394830756
ENSG00000106609,protein_coding,train,1.271461138122758,TMEM248,66386212,chr7,+,4.853471751998472,6.316572983279428,5.026012115016394
ENSG00000106686,protein_coding,train,-0.8458021025952097,SPATA6L,4666399,chr9,-,-1.4540316308947077,0.0005769626315205,-1.3125809226281098
ENSG00000106714,protein_coding,train,-0.6730078061644701,CNTNAP3,39288135,chr9,-,-4.293358942690592,-2.854126938398956,-4.166178862209418
ENSG00000106733,protein_coding,train,0.4568664881790398,NMRK1,77703106,chr9,-,1.7190958025859486,3.143703607229759,1.8658792338984045
ENSG00000106771,protein_coding,train,1.0324812266549863,TMEM245,111882225,chr9,-,3.072808964368502,4.51758435912643,3.2590163200070017
ENSG00000107020,protein_coding,train,0.7221683503583571,PLGRKT,5437878,chr9,-,3.601708400246188,5.101671084431701,3.812970489464514
ENSG00000107036,protein_coding,train,0.6320118785211324,RIC1,5629119,chr9,+,1.114700172405481,2.505382849062305,1.2794118631106937
ENSG00000107362,protein_coding,train,0.6908522765656631,ABHD17B,74525658,chr9,-,2.0724488500696925,3.615263261767767,2.2279258669553497
ENSG00000107719,protein_coding,train,0.2755613276548595,PALD1,72238577,chr10,+,1.799004390183243,3.2848102225302287,2.0176725317471824
ENSG00000107738,protein_coding,train,0.5461545471373047,VSIR,73533255,chr10,-,3.1484948858582795,4.6414246433887,3.3798427274916825
ENSG00000107771,protein_coding,train,0.7967238014395174,CCSER2,86088419,chr10,+,1.7645160137979523,3.251234326222705,1.9642507506930849
ENSG00000107815,protein_coding,train,0.5187155803317889,TWNK,102747783,chr10,+,2.2518705487019357,3.804311750181044,2.4806787387547984
ENSG00000107938,protein_coding,train,0.4258014371851558,EDRF1,127408272,chr10,+,0.7101727482796617,2.135075130368401,0.8938281473727945
ENSG00000107954,protein_coding,train,-0.3203766349526117,NEURL1,105253736,chr10,+,-0.8216359181531967,0.7222036924327486,-0.6940878298433794
ENSG00000107960,protein_coding,train,0.929024012647958,STN1,105677963,chr10,-,1.4932374192002151,2.928654569900176,1.681494243414785
ENSG00000108021,protein_coding,train,0.7754341954494431,TASOR2,5726801,chr10,+,2.555300814802226,4.03878733050557,2.7449145454540798
ENSG00000108387,protein_coding,train,0.1505099114286033,SEPTIN4,56605930,chr17,-,-1.255666652618641,0.1642713976807406,-1.0528949484321255
ENSG00000108684,protein_coding,train,-1.2853228562067485,ASIC2,31620006,chr17,-,-4.536168320460352,-3.163591067720262,-4.386845571568701
ENSG00000108825,protein_coding,train,0.5585159748176222,PTGES3L-AARSD1,41132545,chr17,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000109072,protein_coding,test,-0.3392971707328663,VTN,26697843,chr17,-,-2.316168825598677,-0.8086900325542715,-2.1661788622094176
ENSG00000109265,protein_coding,valid,-0.4726671273893674,CRACD,57138570,chr4,+,0.4270697552107858,1.9209792272356296,0.6518668347652437
ENSG00000109321,protein_coding,train,-0.1523141363054876,AREG,75310851,chr4,+,-0.0531942938094602,1.3809510436258472,0.1487389127375248
ENSG00000109685,protein_coding,train,0.6276976174982445,NSD2,1900945,chr4,+,1.995086479134083,3.49236596339547,2.1734472860572662
ENSG00000109917,protein_coding,train,1.0732185314402432,ZPR1,116658766,chr11,-,2.7253703482242773,4.157375233131654,2.9015330705650597
ENSG00000109927,protein_coding,train,-0.7967919345124694,TECTA,120971882,chr11,+,-2.8804446153047176,-1.373701051008195,-2.691522623405039
ENSG00000109929,protein_coding,train,0.9492083014346336,SC5D,121163162,chr11,+,2.5125303136829573,3.978982672408532,2.685469262036732
ENSG00000109944,protein_coding,train,-0.2125255089889986,JHY,122753473,chr11,+,-1.1332106856846842,0.306378910710963,-0.9007721342251388
ENSG00000110025,protein_coding,train,0.8897708447466353,SNX15,64795012,chr11,+,-3.1674745022074897,-1.7312063248775211,-2.99079617267016
ENSG00000110066,protein_coding,train,0.6283905414591462,KMT5B,67980882,chr11,-,2.537320919504532,4.034162881300142,2.729574522194115
ENSG00000110200,protein_coding,train,0.8160704858928363,ANAPC15,71823750,chr11,-,1.339194407312071,2.8205261888136177,1.5217543189880065
ENSG00000110318,protein_coding,train,-0.2031085424566016,CEP126,101785746,chr11,+,-1.3970680959303603,0.0471195485685506,-1.2698600476434878
ENSG00000110328,protein_coding,train,0.2189603327208431,GALNT18,11643552,chr11,-,1.2250280832540488,2.667460727838317,1.4387718958517697
ENSG00000110400,protein_coding,train,0.6783467075910832,NECTIN1,119599794,chr11,-,2.2940766491923656,3.704152650366565,2.4967691101704683
ENSG00000110427,protein_coding,train,-0.5961837505983222,KIAA1549L,33563821,chr11,+,-2.6099927379084407,-1.194955238629597,-2.3473987824034803
ENSG00000110619,protein_coding,train,0.6779570434494451,CARS1,3078610,chr11,-,1.7542889267296842,3.2260923077427397,1.9608452855130785
ENSG00000110881,protein_coding,train,-0.1878712240567517,ASIC1,50451331,chr12,+,-0.7871194336556152,0.6658475212555506,-0.5591540817627344
ENSG00000110955,protein_coding,train,2.438835072324733,ATP5F1B,57039798,chr12,-,8.649493313376418,10.08230208667652,8.845800197038656
ENSG00000111077,protein_coding,train,0.6581353734642216,TNS2,53443680,chr12,+,3.095232435396257,4.570657220305291,3.287723459404817
ENSG00000111412,protein_coding,train,0.9618170643759172,SPRING1,117175866,chr12,-,2.2500216971480653,3.762720870292284,2.4613451987782105
ENSG00000111452,protein_coding,train,-0.8833951602917164,ADGRD1,131438452,chr12,+,-3.1354275372428675,-1.7140651920561274,-2.9456377115503107
ENSG00000111731,protein_coding,train,0.7363260429530811,C2CD5,22697480,chr12,-,2.5008785189657234,3.998520479199077,2.664573859262596
ENSG00000111850,protein_coding,train,0.3096911700221815,SMIM8,88032306,chr6,+,-0.273168782967507,1.18288294946117,-0.1120069040235217
ENSG00000111863,protein_coding,train,-0.9211899248523452,ADTRP,11779403,chr6,-,-1.6357637688260032,-0.1793512806428118,-1.4571971725726112
ENSG00000111913,protein_coding,train,-0.0647315735150723,RIPOR2,24911195,chr6,-,-0.6668052836641118,0.8534368188880666,-0.4855999609633837
ENSG00000112144,protein_coding,train,0.5856707314350387,CILK1,52926600,chr6,-,2.002234446064686,3.4509604733234225,2.159144761940392
ENSG00000112297,protein_coding,train,0.3796734389593617,CRYBG1,106959730,chr6,+,0.5837116228936641,1.9877938031702989,0.785425003560933
ENSG00000112379,protein_coding,train,-0.4977109212104724,ARFGEF3,138483058,chr6,+,-0.1663407535904873,1.3332519740915716,-0.0076666182490649
ENSG00000112414,protein_coding,train,0.1483718841075476,ADGRG6,142622991,chr6,+,0.1334320069807349,1.6125884066987175,0.2974849157105744
ENSG00000112462,protein_coding,train,-1.4632121967076763,OR12D3,29343068,chr6,-,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000112624,protein_coding,train,0.5282175767293896,BICRAL,42749765,chr6,+,2.113833828959277,3.58439733447786,2.296692330946985
ENSG00000112667,protein_coding,train,1.1061916980413244,DNPH1,43197191,chr6,-,5.589592726012979,7.050279660303764,5.7287858120064525
ENSG00000112761,protein_coding,train,-1.4289058704029385,CCN6,112375462,chr6,+,1.1105636965540189,2.6255276730210757,1.2535657715729236
ENSG00000112773,protein_coding,train,0.4643453565481535,TENT5A,82462425,chr6,-,1.6264858629055068,3.126262563683342,1.811224394912364
ENSG00000112851,protein_coding,train,0.9110371540941796,ERBIN,65222303,chr5,+,2.635591890327636,4.071350804128843,2.776735686999212
ENSG00000112941,protein_coding,train,0.7590072486885407,TENT4A,6714718,chr5,+,2.4651908879259823,3.964389390052884,2.6498453523060106
ENSG00000113163,protein_coding,train,0.7642575606453391,CERT1,74807963,chr5,-,0.9253918400924572,2.356031095272221,1.124129585325412
ENSG00000113407,protein_coding,train,1.132307634181973,TARS1,33440882,chr5,+,4.5235494108282,6.010708239207785,4.657056864810302
ENSG00000113597,protein_coding,train,0.3049225102743941,TRAPPC13,64920831,chr5,+,1.0002885101581236,2.4298569511336523,1.1861835863061028
ENSG00000113643,protein_coding,train,1.169337906554213,RARS1,167913450,chr5,+,4.173479267415064,5.648151904654274,4.377803974276716
