gene,gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000107742,SPOCK2,ENSG00000107742.13,protein_coding,73848262,-,chr10,5.0466918570763255,6.464250033911405,5.3241949509902975
ENSG00000196104,SPOCK3,ENSG00000196104.11,protein_coding,168155632,-,chr4,-2.782893391916608,-1.3529157873710462,-2.6064739677716444
ENSG00000159674,SPON2,ENSG00000159674.12,protein_coding,1166363,-,chr4,2.115932149505004,3.57247741094074,2.294929470974607
ENSG00000121067,SPOP,ENSG00000121067.19,protein_coding,47755338,-,chr17,3.146883272416015,4.621459973408057,3.325760568762627
ENSG00000144228,SPOPL,ENSG00000144228.9,protein_coding,139259324,+,chr2,1.5591981049302268,3.006262113184842,1.7525345258171738
ENSG00000072080,SPP2,ENSG00000072080.11,protein_coding,234959376,+,chr2,-5.168771306825942,-3.8889686876112566,-4.965784284662087
ENSG00000138600,SPPL2A,ENSG00000138600.10,protein_coding,51057854,-,chr15,2.428999925763004,3.918987232180884,2.623047448038125
ENSG00000005206,SPPL2B,ENSG00000005206.17,protein_coding,2328663,+,chr19,2.269900896975249,3.739912892937921,2.418675712942892
ENSG00000157837,SPPL3,ENSG00000157837.16,protein_coding,121342140,-,chr12,3.680042992622571,5.142486959530159,3.871380413854136
ENSG00000116096,SPR,ENSG00000116096.6,protein_coding,73114502,+,chr2,4.334303681040523,5.789071908675528,4.487441328740212
ENSG00000166068,SPRED1,ENSG00000166068.13,protein_coding,38544476,+,chr15,2.2864376282762744,3.721482033271717,2.479282306872341
ENSG00000198369,SPRED2,ENSG00000198369.10,protein_coding,65659637,-,chr2,3.491506807963596,4.996587600479924,3.6782409610323152
ENSG00000188766,SPRED3,ENSG00000188766.12,protein_coding,38880427,+,chr19,-0.929610672108602,0.4517518150364717,-0.7340830856330849
ENSG00000203772,SPRN,ENSG00000203772.7,protein_coding,135236081,-,chr10,-2.730248677951625,-1.320125852253377,-2.553849659870907
ENSG00000169474,SPRR1A,ENSG00000169474.4,protein_coding,152956549,+,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000169469,SPRR1B,ENSG00000169469.9,protein_coding,153003671,+,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000241794,SPRR2A,ENSG00000241794.2,protein_coding,153029980,-,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000196805,SPRR2B,ENSG00000196805.7,protein_coding,153044083,-,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000163216,SPRR2D,ENSG00000163216.7,protein_coding,153013588,-,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000203785,SPRR2E,ENSG00000203785.9,protein_coding,153066998,-,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000244094,SPRR2F,ENSG00000244094.2,protein_coding,153085984,-,chr1,-2.5708929182195006,-1.0139167803351847,-2.542878542049904
ENSG00000159516,SPRR2G,ENSG00000159516.9,protein_coding,153123359,-,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000163209,SPRR3,ENSG00000163209.15,protein_coding,152974218,+,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000184148,SPRR4,ENSG00000184148.4,protein_coding,152943122,+,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000164056,SPRY1,ENSG00000164056.11,protein_coding,124317940,+,chr4,4.309867386023587,5.773321222131663,4.557826675149652
ENSG00000136158,SPRY2,ENSG00000136158.12,protein_coding,80915252,-,chr13,2.943171192627376,4.403717642122465,3.068430054813963
ENSG00000168939,SPRY3,ENSG00000168939.12,protein_coding,154997448,+,chrX,-1.0767367018230538,0.4142437987186873,-0.9061694283648644
ENSG00000187678,SPRY4,ENSG00000187678.10,protein_coding,141704575,-,chr5,2.352306552906336,3.781905211416113,2.5114933406155755
ENSG00000167778,SPRYD3,ENSG00000167778.9,protein_coding,53473136,-,chr12,3.8118203588279047,5.290479698251308,3.96954654008709
ENSG00000176422,SPRYD4,ENSG00000176422.14,protein_coding,56862345,+,chr12,1.080657663345225,2.6063000836868517,1.2479882572191312
ENSG00000123178,SPRYD7,ENSG00000123178.15,protein_coding,50510434,-,chr13,1.6818540177410608,3.1425604774400067,1.8439034688266625
ENSG00000171621,SPSB1,ENSG00000171621.14,protein_coding,9352942,+,chr1,4.176394586424803,5.661704001901731,4.4199028901336845
ENSG00000111671,SPSB2,ENSG00000111671.10,protein_coding,6982442,-,chr12,2.0546054032033605,3.554355545956438,2.251204022914663
ENSG00000162032,SPSB3,ENSG00000162032.16,protein_coding,1832527,-,chr16,-2.736965594166206,-1.2976084156919494,-2.5794906495110967
ENSG00000175093,SPSB4,ENSG00000175093.5,protein_coding,140770183,+,chr3,-2.2048980418771755,-0.695021764196039,-1.977667699901944
ENSG00000163554,SPTA1,ENSG00000163554.15,protein_coding,158656386,-,chr1,-6.878321443411748,-6.0782590139205,-6.795859283219775
ENSG00000197694,SPTAN1,ENSG00000197694.18,protein_coding,131314859,+,chr9,4.24184018356467,5.76838814068779,4.458854425174551
ENSG00000070182,SPTB,ENSG00000070182.21,protein_coding,65346617,-,chr14,-2.746615764199926,-1.2785835900101932,-2.575185379109626
ENSG00000115306,SPTBN1,ENSG00000115306.16,protein_coding,54683448,+,chr2,3.174326515173916,4.647326023428093,3.303240092792169
ENSG00000160460,SPTBN4,ENSG00000160460.16,protein_coding,41036371,+,chr19,-2.1328942704973453,-0.6997005263343616,-1.9753966328593435
ENSG00000137877,SPTBN5,ENSG00000137877.10,protein_coding,42186162,-,chr15,-1.9121298670589428,-0.443791328260415,-1.7336032269754464
ENSG00000090054,SPTLC1,ENSG00000090054.15,protein_coding,94877667,-,chr9,3.5199821437015477,4.973060172804084,3.683460663865071
ENSG00000100596,SPTLC2,ENSG00000100596.7,protein_coding,78082973,-,chr14,2.7942286937711827,4.267490853597917,2.9690491574937354
ENSG00000172296,SPTLC3,ENSG00000172296.13,protein_coding,12989596,+,chr20,0.9156356234303132,2.4283300202722344,1.1144336605974192
ENSG00000165389,SPTSSA,ENSG00000165389.7,protein_coding,34931435,-,chr14,4.287819481253719,5.735240542668667,4.434935080420619
ENSG00000196542,SPTSSB,ENSG00000196542.8,protein_coding,161089297,-,chr3,-1.6420539471407394,-0.1446480989180383,-1.4540316308947077
ENSG00000179119,SPTY2D1,ENSG00000179119.15,protein_coding,18655879,-,chr11,2.1647541034973035,3.645044480979649,2.346049159324588
ENSG00000164299,SPZ1,ENSG00000164299.7,protein_coding,79615816,+,chr5,-6.687799537362322,-5.680382065799839,-6.573466861883327
ENSG00000104549,SQLE,ENSG00000104549.12,protein_coding,126010739,+,chr8,3.8295147183436513,5.298596002695211,4.041155352320786
ENSG00000161011,SQSTM1,ENSG00000161011.20,protein_coding,179247896,+,chr5,4.890305626591985,6.380171847717888,5.070586826193552
ENSG00000068784,SRBD1,ENSG00000068784.13,protein_coding,45838374,-,chr2,1.3567635851054316,2.84197311892718,1.5534096573545446
ENSG00000197122,SRC,ENSG00000197122.12,protein_coding,35974532,+,chr20,3.0850506764593817,4.597173584672031,3.2855945653782177
ENSG00000080603,SRCAP,ENSG00000080603.17,protein_coding,30709448,+,chr16,-1.0871202418601955,0.4150014314519718,-0.9023892033735776
ENSG00000145545,SRD5A1,ENSG00000145545.12,protein_coding,6633534,+,chr5,1.7635390529356263,3.19835270601498,1.94185751900344
ENSG00000198911,SREBF2,ENSG00000198911.12,protein_coding,42229100,+,chr22,3.8270365059705607,5.316558502605719,4.042241587192676
ENSG00000153914,SREK1,ENSG00000153914.16,protein_coding,65440118,+,chr5,1.3414165244787224,2.816456351431471,1.5138949467649272
ENSG00000153006,SREK1IP1,ENSG00000153006.16,protein_coding,64064446,-,chr5,1.7450221490372646,3.273262239528541,1.9477783516588112
ENSG00000112658,SRF,ENSG00000112658.8,protein_coding,43139153,+,chr6,4.291353068397001,5.728674269906582,4.4938202318446585
ENSG00000151304,SRFBP1,ENSG00000151304.6,protein_coding,121297650,+,chr5,1.635429371071818,3.084234383890245,1.791564051802257
ENSG00000196935,SRGAP1,ENSG00000196935.9,protein_coding,64237856,+,chr12,0.3011193531507625,1.778545025802805,0.4713435596107201
ENSG00000196220,SRGAP3,ENSG00000196220.16,protein_coding,9291307,-,chr3,1.4288391768121549,2.8701476824663605,1.595503660502742
ENSG00000122862,SRGN,ENSG00000122862.5,protein_coding,70847852,+,chr10,5.677302450452364,7.197981340006437,5.834713743653367
ENSG00000075142,SRI,ENSG00000075142.14,protein_coding,87849340,-,chr7,4.135050497337439,5.633713095424096,4.360034118676247
ENSG00000185739,SRL,ENSG00000185739.13,protein_coding,4292071,-,chr16,-3.564904848379902,-2.145605322246899,-3.3763203917059896
ENSG00000116649,SRM,ENSG00000116649.10,protein_coding,11120057,-,chr1,5.982402690045495,7.484143771754365,6.1841612552641605
ENSG00000140319,SRP14,ENSG00000140319.11,protein_coding,40331356,-,chr15,7.062323583538911,8.558789950023392,7.22792586695535
ENSG00000153037,SRP19,ENSG00000153037.15,protein_coding,112196970,+,chr5,0.0458622979086879,1.5751670856205269,0.2251515118412728
ENSG00000100883,SRP54,ENSG00000100883.13,protein_coding,35452169,+,chr14,2.490236372349354,3.963723799587581,2.643717684402435
ENSG00000167881,SRP68,ENSG00000167881.15,protein_coding,74068567,-,chr17,3.477534864109188,4.9225546714430495,3.671395286113932
ENSG00000174780,SRP72,ENSG00000174780.17,protein_coding,57333756,+,chr4,4.245404388631068,5.728568160881024,4.417312457777578
ENSG00000143742,SRP9,ENSG00000143742.14,protein_coding,225965518,+,chr1,6.691588599947372,8.15004578741972,6.883806517109905
ENSG00000096063,SRPK1,ENSG00000096063.16,protein_coding,35888858,-,chr6,2.4079781007147787,3.874757628074265,2.579855951350684
ENSG00000135250,SRPK2,ENSG00000135250.17,protein_coding,105029329,-,chr7,2.920750621128051,4.3792813176542005,3.07394016732401
ENSG00000184343,SRPK3,ENSG00000184343.11,protein_coding,153046493,+,chrX,-1.744197163397282,-0.2625728172709412,-1.5002178798526884
ENSG00000144867,SRPRB,ENSG00000144867.13,protein_coding,133524633,+,chr3,3.3554391972486863,4.862381957786183,3.5491886030220914
ENSG00000101955,SRPX,ENSG00000101955.15,protein_coding,38080077,-,chrX,1.814427373861248,3.294488419201327,2.019559594718561
ENSG00000167720,SRR,ENSG00000167720.13,protein_coding,2207238,+,chr17,0.1009776477248206,1.556895319060806,0.3124328368092183
ENSG00000100104,SRRD,ENSG00000100104.13,protein_coding,26879817,+,chr22,1.2090789961845287,2.7387029951165074,1.3757901326966055
ENSG00000133226,SRRM1,ENSG00000133226.17,protein_coding,24969755,+,chr1,3.639185848058311,5.143556684131136,3.8303770312139336
ENSG00000167978,SRRM2,ENSG00000167978.17,protein_coding,2802623,+,chr16,5.778597588935292,7.304094819744012,5.922968475643644
ENSG00000177679,SRRM3,ENSG00000177679.16,protein_coding,75831181,+,chr7,-1.7451641172142367,-0.2990276927772836,-1.5158102988517332
ENSG00000139767,SRRM4,ENSG00000139767.10,protein_coding,119419336,+,chr12,-6.878321443411748,-6.107803289534515,-6.795859283219775
ENSG00000226763,SRRM5,ENSG00000226763.5,protein_coding,44100728,+,chr19,-1.886299500835272,-0.4262377044236768,-1.677610316549785
ENSG00000087087,SRRT,ENSG00000087087.20,protein_coding,100472717,+,chr7,4.660090047946023,6.140367625434538,4.8481271439785685
ENSG00000136450,SRSF1,ENSG00000136450.13,protein_coding,56084578,-,chr17,3.281371845147782,4.749137337854755,3.474968113336928
ENSG00000188529,SRSF10,ENSG00000188529.15,protein_coding,24306809,-,chr1,3.0155689316509675,4.454735223972541,3.169908971408358
ENSG00000116754,SRSF11,ENSG00000116754.13,protein_coding,70671363,+,chr1,3.9523708448296793,5.416346601750721,4.091454428185649
ENSG00000154548,SRSF12,ENSG00000154548.9,protein_coding,89827720,-,chr6,-0.3564208342682852,0.9943624890346372,-0.1558554189406566
ENSG00000161547,SRSF2,ENSG00000161547.17,protein_coding,74733404,-,chr17,5.659887463314066,7.139079585617219,5.827979032975429
ENSG00000112081,SRSF3,ENSG00000112081.17,protein_coding,36562132,+,chr6,5.144405366699234,6.635037508298114,5.297690329590858
ENSG00000116350,SRSF4,ENSG00000116350.17,protein_coding,29508321,-,chr1,3.2296494436055,4.711070846171933,3.4208057494599
ENSG00000100650,SRSF5,ENSG00000100650.16,protein_coding,70233822,+,chr14,4.632076231208544,6.099118433906118,4.808045189526342
ENSG00000124193,SRSF6,ENSG00000124193.16,protein_coding,42086525,+,chr20,4.730004051875725,6.20092017788711,4.895835777021281
ENSG00000115875,SRSF7,ENSG00000115875.19,protein_coding,38978492,-,chr2,5.040401515284207,6.533402936026912,5.232154189820132
ENSG00000111786,SRSF9,ENSG00000111786.9,protein_coding,120907459,-,chr12,4.170493952283845,5.63356198862794,4.373961352827267
ENSG00000141380,SS18,ENSG00000141380.14,protein_coding,23670546,-,chr18,3.4469972406763896,4.951345336030398,3.598579592553654
ENSG00000184402,SS18L1,ENSG00000184402.15,protein_coding,60718785,+,chr20,2.1746940339737346,3.6343841670553054,2.355100860744748
ENSG00000008324,SS18L2,ENSG00000008324.12,protein_coding,42632330,+,chr3,2.661247943530072,4.144845831969477,2.8084056457273765
ENSG00000138385,SSB,ENSG00000138385.16,protein_coding,170655351,+,chr2,3.9281997480045767,5.373891771702489,4.079198883210989
ENSG00000106028,SSBP1,ENSG00000106028.11,protein_coding,141438118,+,chr7,4.074565376151726,5.508121191346964,4.241992680265926
ENSG00000145687,SSBP2,ENSG00000145687.16,protein_coding,81046859,-,chr5,1.459431618637297,2.960363429627513,1.6282603383372984
ENSG00000130511,SSBP4,ENSG00000130511.16,protein_coding,18530184,+,chr19,4.859413029585948,6.304476361223865,5.053093954486889
ENSG00000179954,SSC5D,ENSG00000179954.16,protein_coding,55999783,+,chr19,0.6195538689816158,2.0218705524353084,0.8057051848385113
ENSG00000084112,SSH1,ENSG00000084112.15,protein_coding,109251345,-,chr12,1.8190958963336388,3.2677904569592666,1.9684963089779373
ENSG00000141298,SSH2,ENSG00000141298.19,protein_coding,28257185,-,chr17,0.5621813564718671,2.0354831521286885,0.7445916865423841
ENSG00000172830,SSH3,ENSG00000172830.13,protein_coding,67070968,+,chr11,4.315472037632174,5.812241495189477,4.504836462704375
ENSG00000176101,SSNA1,ENSG00000176101.12,protein_coding,140083099,+,chr9,5.3702863603034245,6.841066119160655,5.561176420814146
ENSG00000123096,SSPN,ENSG00000123096.12,protein_coding,26348477,+,chr12,2.6693216258713366,4.195079824393792,2.8659188145522125
ENSG00000124783,SSR1,ENSG00000124783.14,protein_coding,7313381,-,chr6,4.330242865618232,5.831302176148661,4.491359289526142
ENSG00000163479,SSR2,ENSG00000163479.14,protein_coding,155990695,-,chr1,5.050318845812199,6.551679042184726,5.256369110127627
ENSG00000114850,SSR3,ENSG00000114850.7,protein_coding,156272872,-,chr3,5.162149600437169,6.638543071298632,5.348551125573774
ENSG00000180879,SSR4,ENSG00000180879.14,protein_coding,153060090,+,chrX,5.36429227013537,6.867334345727403,5.567919579901443
ENSG00000149136,SSRP1,ENSG00000149136.9,protein_coding,57103327,-,chr11,4.486321793317417,5.941390407483982,4.67169532334229
ENSG00000157005,SST,ENSG00000157005.4,protein_coding,187388173,-,chr3,4.672136774105569,6.127554870255984,4.863680803304636
ENSG00000139874,SSTR1,ENSG00000139874.6,protein_coding,38678295,+,chr14,-4.42352623489517,-3.0291463456595165,-4.259806382979565
ENSG00000180616,SSTR2,ENSG00000180616.9,protein_coding,71161140,+,chr17,-2.754382647243616,-1.3237325917341105,-2.575185379109626
ENSG00000132671,SSTR4,ENSG00000132671.6,protein_coding,23016063,+,chr20,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000162009,SSTR5,ENSG00000162009.8,protein_coding,1128813,+,chr16,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000160075,SSU72,ENSG00000160075.12,protein_coding,1510204,-,chr1,4.716996379926987,6.181416664593886,4.887564261972544
ENSG00000126752,SSX1,ENSG00000126752.8,protein_coding,48114805,+,chrX,-5.039784866105864,-3.67853364140747,-4.930160374931366
ENSG00000117155,SSX2IP,ENSG00000117155.17,protein_coding,85156090,-,chr1,1.8323634609483024,3.2402379942432997,2.0222967862934613
ENSG00000165584,SSX3,ENSG00000165584.16,protein_coding,48216123,-,chrX,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000187754,SSX7,ENSG00000187754.9,protein_coding,52683833,-,chrX,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000100380,ST13,ENSG00000100380.14,protein_coding,41252634,-,chr22,5.942352632912371,7.403270279098097,6.108007921312899
ENSG00000149418,ST14,ENSG00000149418.11,protein_coding,130029668,+,chr11,6.073331827485962,7.515989136642257,6.227513904326671
ENSG00000147488,ST18,ENSG00000147488.11,protein_coding,53322304,-,chr8,-6.107803289534515,-4.965784284662087,-5.974829424265094
ENSG00000180953,ST20,ENSG00000180953.11,protein_coding,80215984,-,chr15,-0.4085120616020569,1.03822545131405,-0.2782336336613846
ENSG00000008513,ST3GAL1,ENSG00000008513.16,protein_coding,134584152,-,chr8,3.3415303869973,4.769047036658226,3.5865966292694664
ENSG00000157350,ST3GAL2,ENSG00000157350.13,protein_coding,70472946,-,chr16,1.7169031232154692,3.180688929492536,1.8889282915845644
ENSG00000126091,ST3GAL3,ENSG00000126091.21,protein_coding,44173179,+,chr1,-3.3718330007136763,-1.925768605814208,-3.154570167148848
ENSG00000110080,ST3GAL4,ENSG00000110080.20,protein_coding,126225529,+,chr11,1.837257041922993,3.2535506444642914,2.021906076733622
ENSG00000115525,ST3GAL5,ENSG00000115525.18,protein_coding,86116093,-,chr2,-0.7670936989931696,0.7052259566163643,-0.5762604928346837
ENSG00000064225,ST3GAL6,ENSG00000064225.12,protein_coding,98482175,+,chr3,0.9385492737660542,2.407026374159336,1.076080169497717
ENSG00000073849,ST6GAL1,ENSG00000073849.16,protein_coding,186648307,+,chr3,4.209960169453263,5.648428052121068,4.324796205194536
ENSG00000144057,ST6GAL2,ENSG00000144057.15,protein_coding,107503290,-,chr2,-0.8635460907313492,0.6219932316661231,-0.6174987428108851
ENSG00000070526,ST6GALNAC1,ENSG00000070526.15,protein_coding,74639730,-,chr17,2.5554480736612786,4.098731146782939,2.720431702395173
ENSG00000070731,ST6GALNAC2,ENSG00000070731.11,protein_coding,74581892,-,chr17,2.023290842516684,3.494927567479125,2.200033464109747
ENSG00000184005,ST6GALNAC3,ENSG00000184005.11,protein_coding,76540386,+,chr1,-1.5942254220501242,-0.1619760501544392,-1.3955490696874835
ENSG00000136840,ST6GALNAC4,ENSG00000136840.19,protein_coding,130679257,-,chr9,3.8430391522711487,5.3312215144671296,3.994190487981659
ENSG00000117069,ST6GALNAC5,ENSG00000117069.15,protein_coding,77333155,+,chr1,2.4185947634675418,3.879176419642062,2.5929473207618345
ENSG00000004866,ST7,ENSG00000004866.22,protein_coding,116593536,+,chr7,2.108156418059356,3.5428028274273893,2.297514262341324
ENSG00000007341,ST7L,ENSG00000007341.19,protein_coding,113161730,-,chr1,0.7861781287987664,2.226909222781924,0.97592361080838
ENSG00000140557,ST8SIA2,ENSG00000140557.12,protein_coding,92937073,+,chr15,-1.230397501766746,0.2911320120087528,-1.0525956651531994
ENSG00000177511,ST8SIA3,ENSG00000177511.6,protein_coding,55019772,+,chr18,-7.310432456049534,-6.828280760912151,-7.28771237954945
ENSG00000113532,ST8SIA4,ENSG00000113532.13,protein_coding,100238956,-,chr5,0.3116193634068432,1.840281941426945,0.4717597416533838
ENSG00000101638,ST8SIA5,ENSG00000101638.14,protein_coding,44336754,-,chr18,-3.3378856687903387,-1.942307132831654,-3.212233230061433
ENSG00000148488,ST8SIA6,ENSG00000148488.17,protein_coding,17496582,-,chr10,-3.277883762181341,-1.8772610280454547,-3.1341603478413376
ENSG00000010327,STAB1,ENSG00000010327.10,protein_coding,52529346,+,chr3,2.060047383669939,3.5260813350076856,2.256074675633932
ENSG00000136011,STAB2,ENSG00000136011.15,protein_coding,103981044,+,chr12,-5.243318260190996,-3.99539074674741,-5.117787378107137
ENSG00000141750,STAC2,ENSG00000141750.7,protein_coding,37382189,-,chr17,0.1052757834156865,1.623164535652594,0.2822618665876496
ENSG00000185482,STAC3,ENSG00000185482.8,protein_coding,57644952,-,chr12,0.4861479944138957,1.8925464594299584,0.6648468815073886
ENSG00000118007,STAG1,ENSG00000118007.13,protein_coding,136471204,-,chr3,1.7404526984687183,3.1729514843322115,1.9367792573094655
ENSG00000101972,STAG2,ENSG00000101972.19,protein_coding,123095546,+,chrX,3.6488220460508263,5.134935537631455,3.803495708200247
ENSG00000136738,STAM,ENSG00000136738.15,protein_coding,17686136,+,chr10,2.616192996381078,4.105099744299838,2.8011586560936985
ENSG00000115145,STAM2,ENSG00000115145.10,protein_coding,153032229,-,chr2,2.4118329633086977,3.887642241273189,2.5591001888828915
ENSG00000138134,STAMBPL1,ENSG00000138134.12,protein_coding,90639994,+,chr10,-1.086201035049304,0.3660283991571193,-0.8536054509394948
ENSG00000035720,STAP1,ENSG00000035720.8,protein_coding,68424434,+,chr4,-2.917024972742232,-1.4277894066876915,-2.7573060424503817
ENSG00000178078,STAP2,ENSG00000178078.12,protein_coding,4338783,-,chr19,3.1229377130923948,4.57828059748885,3.2977490138993955
ENSG00000147465,STAR,ENSG00000147465.12,protein_coding,38008461,-,chr8,-2.7340830856330847,-1.279283757478869,-2.5236701622428623
ENSG00000133121,STARD13,ENSG00000133121.21,protein_coding,33859819,-,chr13,0.1297446055078189,1.59564687262412,0.3292958481025151
ENSG00000131748,STARD3,ENSG00000131748.16,protein_coding,37793378,+,chr17,2.559026747485978,4.033290840213247,2.748482701520504
ENSG00000010270,STARD3NL,ENSG00000010270.14,protein_coding,38217920,+,chr7,3.0995140329629964,4.567727963304803,3.3168987600179407
ENSG00000164211,STARD4,ENSG00000164211.13,protein_coding,110848189,-,chr5,0.4310345303516139,1.8850276374999173,0.6059683588414583
ENSG00000172345,STARD5,ENSG00000172345.14,protein_coding,81616471,-,chr15,-3.075824085003446,-1.6389054298236796,-2.8836352433082157
ENSG00000159433,STARD9,ENSG00000159433.12,protein_coding,42867863,+,chr15,-2.159073566696852,-0.6617752800109871,-1.9793733494100425
ENSG00000115415,STAT1,ENSG00000115415.20,protein_coding,191878874,-,chr2,4.708281057819555,6.148470480900005,4.912783973740664
ENSG00000170581,STAT2,ENSG00000170581.14,protein_coding,56753869,-,chr12,4.289295935547963,5.725433065144538,4.444223112759596
ENSG00000168610,STAT3,ENSG00000168610.16,protein_coding,40540377,-,chr17,4.319827445009219,5.80064886208236,4.513099067676122
ENSG00000138378,STAT4,ENSG00000138378.19,protein_coding,192015701,-,chr2,-2.359934417467107,-0.9064398238376622,-2.1824585998485664
ENSG00000173757,STAT5B,ENSG00000173757.10,protein_coding,40428359,-,chr17,2.2989221990589965,3.8085395065248657,2.5459683691052923
ENSG00000166888,STAT6,ENSG00000166888.12,protein_coding,57505121,-,chr12,4.8066643241675,6.256282295946863,4.997567911690635
ENSG00000126549,STATH,ENSG00000126549.11,protein_coding,70861675,+,chr4,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000040341,STAU2,ENSG00000040341.18,protein_coding,74659068,-,chr8,2.259423152281415,3.764781378018808,2.433974280076686
ENSG00000159167,STC1,ENSG00000159167.12,protein_coding,23712312,-,chr8,2.0147837526270704,3.466222508390292,2.21228917669032
ENSG00000164647,STEAP1,ENSG00000164647.9,protein_coding,89783766,+,chr7,2.836530121329403,4.3217549610942205,3.043274503419532
ENSG00000105889,STEAP1B,ENSG00000105889.16,protein_coding,22539771,-,chr7,-3.537842952152605,-2.219605903690676,-3.379319758775699
ENSG00000157214,STEAP2,ENSG00000157214.14,protein_coding,89841144,+,chr7,1.4599561396541234,2.9082364829968896,1.6413148094314651
ENSG00000115107,STEAP3,ENSG00000115107.20,protein_coding,119981391,+,chr2,2.433226548289903,3.856188950819037,2.638189711646938
ENSG00000127954,STEAP4,ENSG00000127954.13,protein_coding,87936197,-,chr7,-1.478346171733372,-0.0263519917835298,-1.306858773169714
ENSG00000168439,STIP1,ENSG00000168439.17,protein_coding,63953635,+,chr11,5.435571925157951,6.925576988761216,5.618661533527385
ENSG00000072786,STK10,ENSG00000072786.13,protein_coding,171615189,-,chr5,1.4039766232108797,2.8443253887931643,1.5692966455616448
ENSG00000118046,STK11,ENSG00000118046.16,protein_coding,1205762,+,chr19,2.4416959374345697,3.941829355759247,2.6176276130029863
ENSG00000144589,STK11IP,ENSG00000144589.22,protein_coding,220462560,+,chr2,2.0084868889654914,3.4716947211226934,2.1842485516050294
ENSG00000115661,STK16,ENSG00000115661.14,protein_coding,220110186,+,chr2,2.8843439374223845,4.397844024704319,3.0957387981693927
ENSG00000164543,STK17A,ENSG00000164543.7,protein_coding,43622697,+,chr7,2.2509918819342007,3.739966882580835,2.4266136434062164
ENSG00000081320,STK17B,ENSG00000081320.11,protein_coding,197036289,-,chr2,2.749748778864496,4.114725155363507,2.866314561377047
ENSG00000102572,STK24,ENSG00000102572.15,protein_coding,99229352,-,chr13,2.8287940381986223,4.339522242338162,3.02871058595414
ENSG00000115694,STK25,ENSG00000115694.15,protein_coding,242447983,-,chr2,4.030000528877438,5.530329859554002,4.200676974367825
ENSG00000104375,STK3,ENSG00000104375.17,protein_coding,99837856,-,chr8,1.384160353903822,2.8640177172046237,1.5343604723681643
ENSG00000196335,STK31,ENSG00000196335.13,protein_coding,23749854,+,chr7,-2.9862161845669,-1.479150349591925,-2.7729983254109625
ENSG00000169302,STK32A,ENSG00000169302.16,protein_coding,146614583,+,chr5,-1.5833764083671302,-0.1360615495760283,-1.355128510260159
ENSG00000152953,STK32B,ENSG00000152953.13,protein_coding,5053198,+,chr4,-1.0567912914115538,0.3953918939282101,-0.8331560355875091
ENSG00000165752,STK32C,ENSG00000165752.17,protein_coding,134121438,-,chr10,1.9123816098053537,3.3915752744746634,2.068739590672305
ENSG00000130413,STK33,ENSG00000130413.15,protein_coding,8615720,-,chr11,-0.1821311982720134,1.3332519740915716,0.0236102151826453
ENSG00000125834,STK35,ENSG00000125834.13,protein_coding,2083540,+,chr20,3.469898996929072,4.928772989573791,3.6323729234365127
ENSG00000163482,STK36,ENSG00000163482.12,protein_coding,219537015,+,chr2,2.763900180762868,4.220894848231074,2.9060247187949573
ENSG00000112079,STK38,ENSG00000112079.9,protein_coding,36515177,-,chr6,3.964805228212839,5.4411414895182215,4.11809388938682
ENSG00000211455,STK38L,ENSG00000211455.8,protein_coding,27397170,+,chr12,3.3834001714072373,4.858329189839771,3.551232987854972
ENSG00000198648,STK39,ENSG00000198648.11,protein_coding,169104079,-,chr2,1.7635390529356263,3.219757097421646,1.949646982649385
ENSG00000101109,STK4,ENSG00000101109.12,protein_coding,43595119,+,chr20,2.346219402219907,3.8217306207608135,2.522557992870437
ENSG00000196182,STK40,ENSG00000196182.11,protein_coding,36851490,-,chr1,3.717714803041529,5.253773753233921,3.92867351770116
ENSG00000117632,STMN1,ENSG00000117632.23,protein_coding,26232902,-,chr1,5.120256542817429,6.586008075650671,5.337193712570454
ENSG00000104435,STMN2,ENSG00000104435.14,protein_coding,80523321,+,chr8,-5.068543859087288,-3.7918573526622783,-4.983931631372347
ENSG00000197457,STMN3,ENSG00000197457.10,protein_coding,62284766,-,chr20,2.2642962120348296,3.749437727224616,2.43001758672766
ENSG00000015592,STMN4,ENSG00000015592.16,protein_coding,27115909,-,chr8,-5.878321443411747,-4.710283551513701,-5.710283551513701
