<<<<<<< HEAD
,gene_name,gene_stable_id,gene_id,gene_type,TSS,genomic_strand,chromosome_name
10957,RBX1,ENSG00000100387,ENSG00000100387.9,protein_coding,40951395,+,chr22
10958,RC3H1,ENSG00000135870,ENSG00000135870.12,protein_coding,174022418,-,chr1
10959,RC3H2,ENSG00000056586,ENSG00000056586.16,protein_coding,122905309,-,chr9
10960,RCAN1,ENSG00000159200,ENSG00000159200.18,protein_coding,34526830,-,chr21
10961,RCAN2,ENSG00000172348,ENSG00000172348.15,protein_coding,46325678,-,chr6
10962,RCAN3,ENSG00000117602,ENSG00000117602.13,protein_coding,24503052,+,chr1
10963,RCBTB1,ENSG00000136144,ENSG00000136144.12,protein_coding,49585577,-,chr13
10964,RCBTB2,ENSG00000136161,ENSG00000136161.13,protein_coding,48533093,-,chr13
10965,RCC1,ENSG00000180198,ENSG00000180198.17,protein_coding,28506056,+,chr1
10966,RCC2,ENSG00000179051,ENSG00000179051.14,protein_coding,17438547,-,chr1
10967,RCCD1,ENSG00000166965,ENSG00000166965.12,protein_coding,90954921,+,chr15
10968,RCE1,ENSG00000173653,ENSG00000173653.8,protein_coding,66843460,+,chr11
10969,RCHY1,ENSG00000163743,ENSG00000163743.14,protein_coding,75514335,-,chr4
10970,RCL1,ENSG00000120158,ENSG00000120158.12,protein_coding,4792964,+,chr9
10971,RCN1,ENSG00000049449,ENSG00000049449.10,protein_coding,32091114,+,chr11
10972,RCN2,ENSG00000117906,ENSG00000117906.14,protein_coding,76931780,+,chr15
10973,RCN3,ENSG00000142552,ENSG00000142552.8,protein_coding,49528028,+,chr19
10974,RCOR1,ENSG00000089902,ENSG00000089902.10,protein_coding,102592668,+,chr14
10975,RCOR2,ENSG00000167771,ENSG00000167771.6,protein_coding,63917192,-,chr11
10976,RCOR3,ENSG00000117625,ENSG00000117625.14,protein_coding,211259411,+,chr1
10977,RCSD1,ENSG00000198771,ENSG00000198771.11,protein_coding,167630270,+,chr1
10978,RCVRN,ENSG00000109047,ENSG00000109047.8,protein_coding,9905306,-,chr17
10979,RD3,ENSG00000198570,ENSG00000198570.7,protein_coding,211492176,-,chr1
10980,RDH10,ENSG00000121039,ENSG00000121039.10,protein_coding,73294611,+,chr8
10981,RDH11,ENSG00000072042,ENSG00000072042.13,protein_coding,67695777,-,chr14
10982,RDH12,ENSG00000139988,ENSG00000139988.10,protein_coding,67722503,+,chr14
10983,RDH13,ENSG00000160439,ENSG00000160439.16,protein_coding,55063169,-,chr19
10984,RDH14,ENSG00000240857,ENSG00000240857.2,protein_coding,18560702,-,chr2
10985,RDH16,ENSG00000139547,ENSG00000139547.8,protein_coding,56957613,-,chr12
10986,RDH5,ENSG00000135437,ENSG00000135437.10,protein_coding,55720401,+,chr12
10987,RDH8,ENSG00000080511,ENSG00000080511.5,protein_coding,10013500,+,chr19
10988,RDX,ENSG00000137710,ENSG00000137710.17,protein_coding,110296625,-,chr11
10989,REC8,ENSG00000100918,ENSG00000100918.13,protein_coding,24172095,+,chr14
10990,RECK,ENSG00000122707,ENSG00000122707.12,protein_coding,36036973,+,chr9
10991,RECQL,ENSG00000004700,ENSG00000004700.16,protein_coding,21501646,-,chr12
10992,RECQL5,ENSG00000108469,ENSG00000108469.15,protein_coding,75667202,-,chr17
10993,REEP1,ENSG00000068615,ENSG00000068615.19,protein_coding,86337690,-,chr2
10994,REEP2,ENSG00000132563,ENSG00000132563.16,protein_coding,138439117,+,chr5
10995,REEP3,ENSG00000165476,ENSG00000165476.14,protein_coding,63521423,+,chr10
10996,REEP4,ENSG00000168476,ENSG00000168476.12,protein_coding,22141931,-,chr8
10997,REEP5,ENSG00000129625,ENSG00000129625.13,protein_coding,112922295,-,chr5
10998,REEP6,ENSG00000115255,ENSG00000115255.12,protein_coding,1491224,+,chr19
10999,REG1A,ENSG00000115386,ENSG00000115386.6,protein_coding,79120496,+,chr2
11000,REG1B,ENSG00000172023,ENSG00000172023.8,protein_coding,79087999,-,chr2
11001,REG3A,ENSG00000172016,ENSG00000172016.16,protein_coding,79159760,-,chr2
11002,REG3G,ENSG00000143954,ENSG00000143954.13,protein_coding,79025735,+,chr2
11003,REG4,ENSG00000134193,ENSG00000134193.15,protein_coding,119811468,-,chr1
11004,REL,ENSG00000162924,ENSG00000162924.15,protein_coding,60881618,+,chr2
11005,RELA,ENSG00000173039,ENSG00000173039.19,protein_coding,65662928,-,chr11
11006,RELB,ENSG00000104856,ENSG00000104856.14,protein_coding,45001524,+,chr19
11007,RELL1,ENSG00000181826,ENSG00000181826.10,protein_coding,37686383,-,chr4
11008,RELL2,ENSG00000164620,ENSG00000164620.9,protein_coding,141637020,+,chr5
11009,RELN,ENSG00000189056,ENSG00000189056.15,protein_coding,103989669,-,chr7
11010,RELT,ENSG00000054967,ENSG00000054967.13,protein_coding,73376407,+,chr11
11011,REM1,ENSG00000088320,ENSG00000088320.4,protein_coding,31475314,+,chr20
11012,REM2,ENSG00000139890,ENSG00000139890.10,protein_coding,22883231,+,chr14
11013,REN,ENSG00000143839,ENSG00000143839.15,protein_coding,204166358,-,chr1
11014,RENBP,ENSG00000102032,ENSG00000102032.13,protein_coding,153944654,-,chrX
11015,REP15,ENSG00000174236,ENSG00000174236.4,protein_coding,27696452,+,chr12
11016,REPIN1,ENSG00000214022,ENSG00000214022.12,protein_coding,150368840,+,chr7
11017,REPS1,ENSG00000135597,ENSG00000135597.19,protein_coding,138988290,-,chr6
11018,REPS2,ENSG00000169891,ENSG00000169891.18,protein_coding,16946738,+,chrX
11019,RER1,ENSG00000157916,ENSG00000157916.20,protein_coding,2391868,+,chr1
11020,RERE,ENSG00000142599,ENSG00000142599.19,protein_coding,8817673,-,chr1
11021,RERG,ENSG00000134533,ENSG00000134533.6,protein_coding,15221482,-,chr12
11022,RERGL,ENSG00000111404,ENSG00000111404.7,protein_coding,18090199,-,chr12
11023,RESP18,ENSG00000182698,ENSG00000182698.12,protein_coding,219332750,-,chr2
11024,REST,ENSG00000084093,ENSG00000084093.19,protein_coding,56907948,+,chr4
11025,RET,ENSG00000165731,ENSG00000165731.21,protein_coding,43077075,+,chr10
11026,RETN,ENSG00000104918,ENSG00000104918.8,protein_coding,7669064,+,chr19
11027,RETNLB,ENSG00000163515,ENSG00000163515.7,protein_coding,108757410,-,chr3
11028,RETSAT,ENSG00000042445,ENSG00000042445.14,protein_coding,85354540,-,chr2
11029,REV1,ENSG00000135945,ENSG00000135945.10,protein_coding,99490060,-,chr2
11030,REV3L,ENSG00000009413,ENSG00000009413.16,protein_coding,111483180,-,chr6
11031,REXO1,ENSG00000079313,ENSG00000079313.15,protein_coding,1848489,-,chr19
11032,REXO2,ENSG00000076043,ENSG00000076043.11,protein_coding,114439514,+,chr11
11033,REXO4,ENSG00000148300,ENSG00000148300.12,protein_coding,133417999,-,chr9
11034,RFC1,ENSG00000035928,ENSG00000035928.16,protein_coding,39366400,-,chr4
11035,RFC2,ENSG00000049541,ENSG00000049541.11,protein_coding,74254433,-,chr7
11036,RFC3,ENSG00000133119,ENSG00000133119.13,protein_coding,33818184,+,chr13
11037,RFC4,ENSG00000163918,ENSG00000163918.12,protein_coding,186806514,-,chr3
11038,RFC5,ENSG00000111445,ENSG00000111445.14,protein_coding,118016780,+,chr12
11039,RFESD,ENSG00000175449,ENSG00000175449.14,protein_coding,95646795,+,chr5
11040,RFFL,ENSG00000092871,ENSG00000092871.17,protein_coding,35089289,-,chr17
11041,RFK,ENSG00000135002,ENSG00000135002.12,protein_coding,76394462,-,chr9
11042,RFNG,ENSG00000169733,ENSG00000169733.12,protein_coding,82051859,-,chr17
11043,RFPL2,ENSG00000128253,ENSG00000128253.15,protein_coding,32204763,-,chr22
11044,RFPL4B,ENSG00000251258,ENSG00000251258.2,protein_coding,112347332,+,chr6
11045,RFT1,ENSG00000163933,ENSG00000163933.10,protein_coding,53130472,-,chr3
11046,RFTN1,ENSG00000131378,ENSG00000131378.14,protein_coding,16513721,-,chr3
11047,RFTN2,ENSG00000162944,ENSG00000162944.11,protein_coding,197675594,-,chr2
11048,RFWD3,ENSG00000168411,ENSG00000168411.14,protein_coding,74666906,-,chr16
11049,RFX1,ENSG00000132005,ENSG00000132005.9,protein_coding,14006329,-,chr19
11050,RFX2,ENSG00000087903,ENSG00000087903.13,protein_coding,6110540,-,chr19
11051,RFX3,ENSG00000080298,ENSG00000080298.16,protein_coding,3526016,-,chr9
11052,RFX4,ENSG00000111783,ENSG00000111783.13,protein_coding,106583010,+,chr12
11053,RFX5,ENSG00000143390,ENSG00000143390.18,protein_coding,151347298,-,chr1
11054,RFX6,ENSG00000185002,ENSG00000185002.10,protein_coding,116877278,+,chr6
11055,RFX7,ENSG00000181827,ENSG00000181827.16,protein_coding,56243789,-,chr15
11056,RFX8,ENSG00000196460,ENSG00000196460.14,protein_coding,101475119,-,chr2
11057,RFXANK,ENSG00000064490,ENSG00000064490.14,protein_coding,19192974,+,chr19
11058,RFXAP,ENSG00000133111,ENSG00000133111.4,protein_coding,36819286,+,chr13
11059,RGL1,ENSG00000143344,ENSG00000143344.16,protein_coding,183805136,+,chr1
11060,RGL2,ENSG00000237441,ENSG00000237441.10,protein_coding,33298951,-,chr6
11061,RGL3,ENSG00000205517,ENSG00000205517.13,protein_coding,11419322,-,chr19
11062,RGL4,ENSG00000159496,ENSG00000159496.15,protein_coding,23696496,+,chr22
11063,RGMA,ENSG00000182175,ENSG00000182175.14,protein_coding,93089217,-,chr15
11064,RGMB,ENSG00000174136,ENSG00000174136.13,protein_coding,98773676,+,chr5
11065,RGN,ENSG00000130988,ENSG00000130988.13,protein_coding,47078453,+,chrX
11066,RGP1,ENSG00000107185,ENSG00000107185.10,protein_coding,35749353,+,chr9
11067,RGPD2,ENSG00000185304,ENSG00000185304.15,protein_coding,87825743,-,chr2
11068,RGPD3,ENSG00000153165,ENSG00000153165.19,protein_coding,106468422,-,chr2
11069,RGPD4,ENSG00000196862,ENSG00000196862.10,protein_coding,107826905,+,chr2
11070,RGPD5,ENSG00000015568,ENSG00000015568.13,protein_coding,109794311,+,chr2
11071,RGR,ENSG00000148604,ENSG00000148604.15,protein_coding,84245059,+,chr10
11072,RGS1,ENSG00000090104,ENSG00000090104.12,protein_coding,192575782,+,chr1
11073,RGS10,ENSG00000148908,ENSG00000148908.15,protein_coding,119542733,-,chr10
11074,RGS11,ENSG00000076344,ENSG00000076344.16,protein_coding,275953,-,chr16
11075,RGS12,ENSG00000159788,ENSG00000159788.19,protein_coding,3293070,+,chr4
11076,RGS13,ENSG00000127074,ENSG00000127074.15,protein_coding,192636165,+,chr1
11077,RGS14,ENSG00000169220,ENSG00000169220.18,protein_coding,177357935,+,chr5
11078,RGS16,ENSG00000143333,ENSG00000143333.7,protein_coding,182604399,-,chr1
11079,RGS17,ENSG00000091844,ENSG00000091844.8,protein_coding,153131298,-,chr6
11080,RGS18,ENSG00000150681,ENSG00000150681.10,protein_coding,192158483,+,chr1
11081,RGS19,ENSG00000171700,ENSG00000171700.14,protein_coding,64079526,-,chr20
11082,RGS2,ENSG00000116741,ENSG00000116741.8,protein_coding,192809050,+,chr1
11083,RGS20,ENSG00000147509,ENSG00000147509.14,protein_coding,53881028,+,chr8
11084,RGS21,ENSG00000253148,ENSG00000253148.1,protein_coding,192316998,+,chr1
11085,RGS22,ENSG00000132554,ENSG00000132554.20,protein_coding,100106059,-,chr8
11086,RGS3,ENSG00000138835,ENSG00000138835.22,protein_coding,113594165,+,chr9
11087,RGS4,ENSG00000117152,ENSG00000117152.14,protein_coding,163069369,+,chr1
11088,RGS5,ENSG00000143248,ENSG00000143248.13,protein_coding,163202922,-,chr1
11089,RGS6,ENSG00000182732,ENSG00000182732.18,protein_coding,71932521,+,chr14
11090,RGS7,ENSG00000182901,ENSG00000182901.17,protein_coding,241357219,-,chr1
11091,RGS7BP,ENSG00000186479,ENSG00000186479.5,protein_coding,64506054,+,chr5
11092,RGS8,ENSG00000135824,ENSG00000135824.12,protein_coding,182684595,-,chr1
11093,RGS9,ENSG00000108370,ENSG00000108370.17,protein_coding,65137444,+,chr17
11094,RGS9BP,ENSG00000186326,ENSG00000186326.4,protein_coding,32675906,+,chr19
11095,RHAG,ENSG00000112077,ENSG00000112077.17,protein_coding,49636847,-,chr6
11096,RHBDD1,ENSG00000144468,ENSG00000144468.17,protein_coding,226836122,+,chr2
11097,RHBDD2,ENSG00000005486,ENSG00000005486.17,protein_coding,75879078,+,chr7
11098,RHBDD3,ENSG00000100263,ENSG00000100263.14,protein_coding,29267960,-,chr22
11099,RHBDF1,ENSG00000007384,ENSG00000007384.15,protein_coding,72657,-,chr16
11100,RHBDF2,ENSG00000129667,ENSG00000129667.13,protein_coding,76501434,-,chr17
11101,RHBDL1,ENSG00000103269,ENSG00000103269.14,protein_coding,675716,+,chr16
11102,RHBDL2,ENSG00000158315,ENSG00000158315.11,protein_coding,38929526,-,chr1
11103,RHBDL3,ENSG00000141314,ENSG00000141314.13,protein_coding,32265841,+,chr17
11104,RHBG,ENSG00000132677,ENSG00000132677.13,protein_coding,156369220,+,chr1
11105,RHCE,ENSG00000188672,ENSG00000188672.19,protein_coding,25430208,-,chr1
11106,RHCG,ENSG00000140519,ENSG00000140519.14,protein_coding,89496590,-,chr15
11107,RHD,ENSG00000187010,ENSG00000187010.21,protein_coding,25272516,+,chr1
11108,RHEB,ENSG00000106615,ENSG00000106615.10,protein_coding,151519906,-,chr7
11109,RHEBL1,ENSG00000167550,ENSG00000167550.11,protein_coding,49069941,-,chr12
11110,RHO,ENSG00000163914,ENSG00000163914.5,protein_coding,129528650,+,chr3
11111,RHOA,ENSG00000067560,ENSG00000067560.14,protein_coding,49412031,-,chr3
11112,RHOB,ENSG00000143878,ENSG00000143878.10,protein_coding,20447083,+,chr2
11113,RHOBTB1,ENSG00000072422,ENSG00000072422.17,protein_coding,60944208,-,chr10
11114,RHOBTB2,ENSG00000008853,ENSG00000008853.17,protein_coding,22999569,+,chr8
11115,RHOBTB3,ENSG00000164292,ENSG00000164292.13,protein_coding,95731354,+,chr5
11116,RHOC,ENSG00000155366,ENSG00000155366.17,protein_coding,112707140,-,chr1
11117,RHOD,ENSG00000173156,ENSG00000173156.7,protein_coding,67056872,+,chr11
11118,RHOF,ENSG00000139725,ENSG00000139725.8,protein_coding,121793667,-,chr12
11119,RHOG,ENSG00000177105,ENSG00000177105.10,protein_coding,3840970,-,chr11
11120,RHOH,ENSG00000168421,ENSG00000168421.13,protein_coding,40197069,+,chr4
11121,RHOJ,ENSG00000126785,ENSG00000126785.13,protein_coding,63204480,+,chr14
11122,RHOQ,ENSG00000119729,ENSG00000119729.12,protein_coding,46542553,+,chr2
11123,RHOT1,ENSG00000126858,ENSG00000126858.19,protein_coding,32142517,+,chr17
11124,RHOT2,ENSG00000140983,ENSG00000140983.14,protein_coding,668143,+,chr16
11125,RHOU,ENSG00000116574,ENSG00000116574.6,protein_coding,228735539,+,chr1
11126,RHOV,ENSG00000104140,ENSG00000104140.7,protein_coding,40874245,-,chr15
11127,RHOXF1,ENSG00000101883,ENSG00000101883.5,protein_coding,120116471,-,chrX
11128,RHPN1,ENSG00000158106,ENSG00000158106.14,protein_coding,143368884,+,chr8
11129,RHPN2,ENSG00000131941,ENSG00000131941.8,protein_coding,33064895,-,chr19
11130,RIBC1,ENSG00000158423,ENSG00000158423.17,protein_coding,53422914,+,chrX
11131,RIBC2,ENSG00000128408,ENSG00000128408.9,protein_coding,45413747,+,chr22
11132,RIC3,ENSG00000166405,ENSG00000166405.15,protein_coding,8169048,-,chr11
11133,RIC8A,ENSG00000177963,ENSG00000177963.15,protein_coding,207719,+,chr11
11134,RIC8B,ENSG00000111785,ENSG00000111785.21,protein_coding,106774697,+,chr12
11135,RICTOR,ENSG00000164327,ENSG00000164327.13,protein_coding,39074413,-,chr5
11136,RIF1,ENSG00000080345,ENSG00000080345.18,protein_coding,151409968,+,chr2
11137,RIIAD1,ENSG00000178796,ENSG00000178796.13,protein_coding,151721540,+,chr1
11138,RILP,ENSG00000167705,ENSG00000167705.12,protein_coding,1649879,-,chr17
11139,RILPL1,ENSG00000188026,ENSG00000188026.13,protein_coding,123533732,-,chr12
11140,RILPL2,ENSG00000150977,ENSG00000150977.11,protein_coding,123436500,-,chr12
11141,RIMBP2,ENSG00000060709,ENSG00000060709.15,protein_coding,130716314,-,chr12
11142,RIMKLA,ENSG00000177181,ENSG00000177181.15,protein_coding,42380831,+,chr1
11143,RIMKLB,ENSG00000166532,ENSG00000166532.16,protein_coding,8698012,+,chr12
11144,RIMS1,ENSG00000079841,ENSG00000079841.18,protein_coding,71886994,+,chr6
11145,RIMS2,ENSG00000176406,ENSG00000176406.23,protein_coding,103819282,+,chr8
11146,RIMS3,ENSG00000117016,ENSG00000117016.10,protein_coding,40665728,-,chr1
11147,RIMS4,ENSG00000101098,ENSG00000101098.13,protein_coding,44810524,-,chr20
11148,RIN1,ENSG00000174791,ENSG00000174791.11,protein_coding,66336452,-,chr11
11149,RIN2,ENSG00000132669,ENSG00000132669.14,protein_coding,19935139,+,chr20
11150,RIN3,ENSG00000100599,ENSG00000100599.16,protein_coding,92513846,+,chr14
11151,RING1,ENSG00000204227,ENSG00000204227.5,protein_coding,33208522,+,chr6
11152,RINL,ENSG00000187994,ENSG00000187994.14,protein_coding,38878295,-,chr19
11153,RINT1,ENSG00000135249,ENSG00000135249.8,protein_coding,105532226,+,chr7
11154,RIOK1,ENSG00000124784,ENSG00000124784.9,protein_coding,7389883,+,chr6
11155,RIOK2,ENSG00000058729,ENSG00000058729.11,protein_coding,97183293,-,chr5
11156,RIOK3,ENSG00000101782,ENSG00000101782.15,protein_coding,23453338,+,chr18
11157,RIPK1,ENSG00000137275,ENSG00000137275.16,protein_coding,3068561,+,chr6
11158,RIPK2,ENSG00000104312,ENSG00000104312.8,protein_coding,89757864,+,chr8
11159,RIPK3,ENSG00000129465,ENSG00000129465.16,protein_coding,24340009,-,chr14
11160,RIPK4,ENSG00000183421,ENSG00000183421.12,protein_coding,41767058,-,chr21
11161,RIPPLY1,ENSG00000147223,ENSG00000147223.6,protein_coding,106903347,-,chrX
11162,RIPPLY2,ENSG00000203877,ENSG00000203877.8,protein_coding,83853636,+,chr6
11163,RIT1,ENSG00000143622,ENSG00000143622.11,protein_coding,155911419,-,chr1
11164,RIT2,ENSG00000152214,ENSG00000152214.14,protein_coding,43115702,-,chr18
11165,RLBP1,ENSG00000140522,ENSG00000140522.12,protein_coding,89221619,-,chr15
11166,RLF,ENSG00000117000,ENSG00000117000.9,protein_coding,40161399,+,chr1
11167,RLIM,ENSG00000131263,ENSG00000131263.13,protein_coding,74614646,-,chrX
11168,RLN1,ENSG00000107018,ENSG00000107018.8,protein_coding,5339881,-,chr9
11169,RLN2,ENSG00000107014,ENSG00000107014.9,protein_coding,5304719,-,chr9
11170,RMI1,ENSG00000178966,ENSG00000178966.17,protein_coding,83980845,+,chr9
11171,RMI2,ENSG00000175643,ENSG00000175643.10,protein_coding,11345471,+,chr16
11172,RMND1,ENSG00000155906,ENSG00000155906.20,protein_coding,151452163,-,chr6
11173,RMND5A,ENSG00000153561,ENSG00000153561.13,protein_coding,86720311,+,chr2
11174,RMND5B,ENSG00000145916,ENSG00000145916.19,protein_coding,178131033,+,chr5
11175,RNASE1,ENSG00000129538,ENSG00000129538.14,protein_coding,20802854,-,chr14
11176,RNASE11,ENSG00000173464,ENSG00000173464.14,protein_coding,20588006,-,chr14
11177,RNASE12,ENSG00000258436,ENSG00000258436.1,protein_coding,20590774,-,chr14
11178,RNASE13,ENSG00000206150,ENSG00000206150.4,protein_coding,21034757,-,chr14
11179,RNASE2,ENSG00000169385,ENSG00000169385.3,protein_coding,20955506,+,chr14
11180,RNASE3,ENSG00000169397,ENSG00000169397.4,protein_coding,20891421,+,chr14
11181,RNASE6,ENSG00000169413,ENSG00000169413.3,protein_coding,20781089,+,chr14
11182,RNASE7,ENSG00000165799,ENSG00000165799.5,protein_coding,21042369,+,chr14
11183,RNASE9,ENSG00000188655,ENSG00000188655.10,protein_coding,20561049,-,chr14
11184,RNASEH1,ENSG00000171865,ENSG00000171865.10,protein_coding,3558368,-,chr2
11185,RNASEH2A,ENSG00000104889,ENSG00000104889.7,protein_coding,12806652,+,chr19
11186,RNASEH2B,ENSG00000136104,ENSG00000136104.21,protein_coding,50909799,+,chr13
11187,RNASEH2C,ENSG00000172922,ENSG00000172922.11,protein_coding,65720830,-,chr11
11188,RNASEL,ENSG00000135828,ENSG00000135828.11,protein_coding,182589268,-,chr1
11189,RNASET2,ENSG00000026297,ENSG00000026297.17,protein_coding,166956558,-,chr6
11190,RND1,ENSG00000172602,ENSG00000172602.11,protein_coding,48865876,-,chr12
11191,RND2,ENSG00000108830,ENSG00000108830.10,protein_coding,43025265,+,chr17
11192,RND3,ENSG00000115963,ENSG00000115963.14,protein_coding,150487673,-,chr2
11193,RNF10,ENSG00000022840,ENSG00000022840.17,protein_coding,120534364,+,chr12
11194,RNF103,ENSG00000239305,ENSG00000239305.7,protein_coding,86623900,-,chr2
11195,RNF11,ENSG00000123091,ENSG00000123091.5,protein_coding,51236329,+,chr1
11196,RNF111,ENSG00000157450,ENSG00000157450.16,protein_coding,58987729,+,chr15
11197,RNF113A,ENSG00000125352,ENSG00000125352.6,protein_coding,119871740,-,chrX
11198,RNF113B,ENSG00000139797,ENSG00000139797.8,protein_coding,98177276,-,chr13
11199,RNF114,ENSG00000124226,ENSG00000124226.11,protein_coding,49936412,+,chr20
11200,RNF121,ENSG00000137522,ENSG00000137522.18,protein_coding,71929063,+,chr11
11201,RNF122,ENSG00000133874,ENSG00000133874.2,protein_coding,33567135,-,chr8
11202,RNF123,ENSG00000164068,ENSG00000164068.16,protein_coding,49689581,+,chr3
11203,RNF125,ENSG00000101695,ENSG00000101695.9,protein_coding,32018842,+,chr18
11204,RNF126,ENSG00000070423,ENSG00000070423.18,protein_coding,663249,-,chr19
11205,RNF128,ENSG00000133135,ENSG00000133135.14,protein_coding,106726717,+,chrX
11206,RNF13,ENSG00000082996,ENSG00000082996.20,protein_coding,149813278,+,chr3
11207,RNF130,ENSG00000113269,ENSG00000113269.14,protein_coding,180071784,-,chr5
11208,RNF133,ENSG00000188050,ENSG00000188050.3,protein_coding,122699122,-,chr7
11209,RNF135,ENSG00000181481,ENSG00000181481.14,protein_coding,30971072,+,chr17
11210,RNF138,ENSG00000134758,ENSG00000134758.14,protein_coding,32091929,+,chr18
11211,RNF139,ENSG00000170881,ENSG00000170881.5,protein_coding,124474922,+,chr8
11212,RNF14,ENSG00000013561,ENSG00000013561.18,protein_coding,141969150,+,chr5
11213,RNF141,ENSG00000110315,ENSG00000110315.7,protein_coding,10541235,-,chr11
11214,RNF144A,ENSG00000151692,ENSG00000151692.15,protein_coding,6917482,+,chr2
11215,RNF144B,ENSG00000137393,ENSG00000137393.10,protein_coding,18387508,+,chr6
11216,RNF145,ENSG00000145860,ENSG00000145860.12,protein_coding,159209588,-,chr5
11217,RNF146,ENSG00000118518,ENSG00000118518.17,protein_coding,127266871,+,chr6
11218,RNF148,ENSG00000235631,ENSG00000235631.2,protein_coding,122702926,-,chr7
11219,RNF149,ENSG00000163162,ENSG00000163162.9,protein_coding,101308712,-,chr2
11220,RNF150,ENSG00000170153,ENSG00000170153.11,protein_coding,141133494,-,chr4
11221,RNF151,ENSG00000179580,ENSG00000179580.10,protein_coding,1966858,+,chr16
11222,RNF152,ENSG00000176641,ENSG00000176641.11,protein_coding,61893017,-,chr18
11223,RNF157,ENSG00000141576,ENSG00000141576.16,protein_coding,76240545,-,chr17
11224,RNF165,ENSG00000141622,ENSG00000141622.14,protein_coding,46334042,+,chr18
11225,RNF166,ENSG00000158717,ENSG00000158717.11,protein_coding,88706431,-,chr16
11226,RNF167,ENSG00000108523,ENSG00000108523.16,protein_coding,4940646,+,chr17
11227,RNF168,ENSG00000163961,ENSG00000163961.4,protein_coding,196503806,-,chr3
11228,RNF169,ENSG00000166439,ENSG00000166439.6,protein_coding,74748885,+,chr11
11229,RNF17,ENSG00000132972,ENSG00000132972.19,protein_coding,24764197,+,chr13
11230,RNF170,ENSG00000120925,ENSG00000120925.16,protein_coding,42896663,-,chr8
11231,RNF175,ENSG00000145428,ENSG00000145428.15,protein_coding,153760046,-,chr4
11232,RNF180,ENSG00000164197,ENSG00000164197.12,protein_coding,64165895,+,chr5
11233,RNF181,ENSG00000168894,ENSG00000168894.10,protein_coding,85595761,+,chr2
11234,RNF182,ENSG00000180537,ENSG00000180537.13,protein_coding,13925003,+,chr6
11235,RNF183,ENSG00000165188,ENSG00000165188.14,protein_coding,113303125,-,chr9
11236,RNF185,ENSG00000138942,ENSG00000138942.16,protein_coding,31160277,+,chr22
11237,RNF186,ENSG00000178828,ENSG00000178828.7,protein_coding,19815285,-,chr1
11238,RNF187,ENSG00000168159,ENSG00000168159.14,protein_coding,228487427,+,chr1
11239,RNF19A,ENSG00000034677,ENSG00000034677.13,protein_coding,100309979,-,chr8
11240,RNF19B,ENSG00000116514,ENSG00000116514.17,protein_coding,32964820,-,chr1
11241,RNF2,ENSG00000121481,ENSG00000121481.11,protein_coding,185045568,+,chr1
11242,RNF20,ENSG00000155827,ENSG00000155827.12,protein_coding,101533879,+,chr9
11243,RNF207,ENSG00000158286,ENSG00000158286.13,protein_coding,6206144,+,chr1
11244,RNF208,ENSG00000212864,ENSG00000212864.3,protein_coding,137221456,-,chr9
11245,RNF212,ENSG00000178222,ENSG00000178222.13,protein_coding,1113581,-,chr4
11246,RNF213,ENSG00000173821,ENSG00000173821.19,protein_coding,80260884,+,chr17
11247,RNF214,ENSG00000167257,ENSG00000167257.11,protein_coding,117232703,+,chr11
11248,RNF215,ENSG00000099999,ENSG00000099999.15,protein_coding,30387426,-,chr22
11249,RNF216,ENSG00000011275,ENSG00000011275.19,protein_coding,5781681,-,chr7
11250,RNF217,ENSG00000146373,ENSG00000146373.17,protein_coding,124962051,+,chr6
11251,RNF220,ENSG00000187147,ENSG00000187147.18,protein_coding,44631983,+,chr1
11252,RNF222,ENSG00000189051,ENSG00000189051.5,protein_coding,8397832,-,chr17
11253,RNF223,ENSG00000237330,ENSG00000237330.3,protein_coding,1074308,-,chr1
11254,RNF224,ENSG00000233198,ENSG00000233198.4,protein_coding,137227519,+,chr9
11255,RNF24,ENSG00000101236,ENSG00000101236.17,protein_coding,4015598,-,chr20
11256,RNF25,ENSG00000163481,ENSG00000163481.8,protein_coding,218672009,-,chr2
11257,RNF26,ENSG00000173456,ENSG00000173456.5,protein_coding,119334537,+,chr11
11258,RNF31,ENSG00000092098,ENSG00000092098.17,protein_coding,24147534,+,chr14
11259,RNF32,ENSG00000105982,ENSG00000105982.17,protein_coding,156640754,+,chr7
11260,RNF34,ENSG00000170633,ENSG00000170633.16,protein_coding,121400153,+,chr12
11261,RNF38,ENSG00000137075,ENSG00000137075.18,protein_coding,36487677,-,chr9
11262,RNF39,ENSG00000204618,ENSG00000204618.10,protein_coding,30075777,-,chr6
11263,RNF4,ENSG00000063978,ENSG00000063978.16,protein_coding,2469155,+,chr4
11264,RNF40,ENSG00000103549,ENSG00000103549.22,protein_coding,30762330,+,chr16
11265,RNF41,ENSG00000181852,ENSG00000181852.18,protein_coding,56221901,-,chr12
11266,RNF43,ENSG00000108375,ENSG00000108375.13,protein_coding,58417541,-,chr17
11267,RNF44,ENSG00000146083,ENSG00000146083.12,protein_coding,176537886,-,chr5
11268,RNF5,ENSG00000204308,ENSG00000204308.8,protein_coding,32178453,+,chr6
11269,RNF6,ENSG00000127870,ENSG00000127870.17,protein_coding,26222326,-,chr13
11270,RNF7,ENSG00000114125,ENSG00000114125.14,protein_coding,141738347,+,chr3
