chromosome_name,start,end,locus_id,color,strand,start2,end2,RGB,p,gene_name,Gene stable ID,gene_id
chr11,122649944,122649963,"p29@UBASH3B,0.3714",-121.0,+,122649944,122649963,"60,179,113",p29,UBASH3B,ENSG00000154127,ENSG00000154127.5
chr17,16284926,16284927,"p13@UBB,0.4109",-294.0,+,16284926,16284927,"60,179,113",p13,UBB,ENSG00000170315,ENSG00000170315.9
chr12,125399678,125399685,"p40@UBC,0.6737",7.0,-,125399678,125399685,"60,179,113",p40,UBC,ENSG00000150991,ENSG00000150991.10
chr6,29527501,29527515,"p1@UBD,0.1041",186.0,-,29527501,29527515,"211,211,211",p1,UBD,ENSG00000206513,ENSG00000206513.2
chr6,29527501,29527515,"p1@UBD,0.1041",186.0,-,29527501,29527515,"211,211,211",p1,UBD,ENSG00000226898,ENSG00000226898.2
chr6,29527501,29527515,"p1@UBD,0.1041",186.0,-,29527501,29527515,"211,211,211",p1,UBD,ENSG00000231968,ENSG00000231968.2
chr6,29527501,29527515,"p1@UBD,0.1041",186.0,-,29527501,29527515,"211,211,211",p1,UBD,ENSG00000213886,ENSG00000213886.3
chr6,29527501,29527515,"p1@UBD,0.1041",186.0,-,29527501,29527515,"211,211,211",p1,UBD,ENSG00000224654,ENSG00000224654.2
chr6,29527501,29527515,"p1@UBD,0.1041",186.0,-,29527501,29527515,"211,211,211",p1,UBD,ENSG00000206468,ENSG00000206468.3
chr6,29527501,29527515,"p1@UBD,0.1041",186.0,-,29527501,29527515,"211,211,211",p1,UBD,ENSG00000228913,ENSG00000228913.2
chrX,118708103,118708115,"p6@UBE2A,0.2817",-383.0,+,118708103,118708115,"60,179,113",p6,UBE2A,ENSG00000077721,ENSG00000077721.11
chr5,133707358,133707373,"p16@UBE2B,0.3126",423.0,-,133707358,133707373,"60,179,113",p16,UBE2B,ENSG00000119048,ENSG00000119048.3
chr20,44441898,44441899,"p11@UBE2C,0.2341",226.0,+,44441898,44441899,"60,179,113",p11,UBE2C,ENSG00000175063,ENSG00000175063.12
chr10,60124600,60124607,"p4@UBE2D1,0.1050",384.0,+,60124600,60124607,"211,211,211",p4,UBE2D1,ENSG00000072401,ENSG00000072401.10
chr5,138940259,138940260,"p20@UBE2D2,0.3183",-490.0,+,138940259,138940260,"60,179,113",p20,UBE2D2,ENSG00000131508,ENSG00000131508.11
chr4,103731296,103731299,"p57@UBE2D3,0.0907",-186.0,-,103731296,103731299,"211,211,211",p57,UBE2D3,ENSG00000109332,ENSG00000109332.15
chr20,5273403,5273420,"p5@UBE2D3P1,0.2109",56.0,-,5273403,5273420,"30,144,255",p5,UBE2D3P1,ENSG00000225022,ENSG00000225022.1
chr3,37176443,37176444,"p4@UBE2D3P2,0.1350",294.0,+,37176443,37176444,"211,211,211",p4,UBE2D3P2,ENSG00000225558,ENSG00000225558.1
chr7,43965646,43965665,"p3@UBE2D4,0.3011",-369.0,+,43965646,43965665,"60,179,113",p3,UBE2D4,ENSG00000078967,ENSG00000078967.8
chrX,84189136,84189139,"p4@UBE2DNL,0.5849",-17.0,+,84189136,84189139,"60,179,113",p4,UBE2DNL,ENSG00000229547,ENSG00000229547.4
chr3,23907714,23907716,"p33@UBE2E1,0.2189",-45.0,+,23907714,23907716,"30,144,255",p33,UBE2E1,ENSG00000170142,ENSG00000170142.7
chr3,23848677,23848682,"p2@UBE2E1-AS1,0.2393",-281.0,-,23848677,23848682,"60,179,113",p2,UBE2E1-AS1,ENSG00000223791,ENSG00000223791.1
chr3,23244847,23244852,"p7@UBE2E2,0.5838",26.0,+,23244847,23244852,"60,179,113",p7,UBE2E2,ENSG00000182247,ENSG00000182247.5
chr2,181846648,181846649,"p21@UBE2E3,0.2162",-95.0,+,181846648,181846649,"30,144,255",p21,UBE2E3,ENSG00000170035,ENSG00000170035.11
chr2,238933936,238933939,"p12@UBE2F,0.4481",34.0,+,238933936,238933939,"60,179,113",p12,UBE2F,ENSG00000184182,ENSG00000184182.14
chr17,4173989,4173992,"p13@UBE2G1,0.0708",-251.0,-,4173989,4173992,"211,211,211",p13,UBE2G1,ENSG00000132388,ENSG00000132388.8
chr21,46195126,46195127,"p24@UBE2G2,0.1046",223.0,-,46195126,46195127,"211,211,211",p24,UBE2G2,ENSG00000184787,ENSG00000184787.14
chr21,46195126,46195127,"p24@UBE2G2,0.1046",223.0,-,46195126,46195127,"211,211,211",p24,UBE2G2,ENSG00000272773,ENSG00000272773.1
chr7,129499116,129499120,"p23@UBE2H,0.0786",-307.0,-,129499116,129499120,"211,211,211",p23,UBE2H,ENSG00000186591,ENSG00000186591.7
chr8,82167043,82167062,"p2@UBE2HP1,0.2341",-42.0,+,82167043,82167062,"60,179,113",p2,UBE2HP1,ENSG00000253677,ENSG00000253677.1
chr16,1362465,1362481,"p14@UBE2I,0.2267",133.0,+,1362465,1362481,"30,144,255",p14,UBE2I,ENSG00000103275,ENSG00000103275.14
chr6,90037818,90037822,"p17@UBE2J1,0.1388",-25.0,-,90037818,90037822,"211,211,211",p17,UBE2J1,ENSG00000198833,ENSG00000198833.6
chr1,1208844,1208845,"p10@UBE2J2,0.5201",5.0,-,1208844,1208845,"60,179,113",p10,UBE2J2,ENSG00000160087,ENSG00000160087.16
chr4,39783026,39783027,"p19@UBE2K,0.0603",191.0,+,39783026,39783027,"211,211,211",p19,UBE2K,ENSG00000078140,ENSG00000078140.9
chr22,21922224,21922237,"p3@UBE2L3,0.3440",205.0,+,21922224,21922237,"60,179,113",p3,UBE2L3,ENSG00000185651,ENSG00000185651.10
chr13,31002078,31002109,"p1@UBE2L5P,0.1266",0.0,+,31002078,31002109,"211,211,211",p1,UBE2L5P,ENSG00000236444,ENSG00000236444.2
chr11,57335602,57335603,"p15@UBE2L6,0.4706",-149.0,-,57335602,57335603,"60,179,113",p15,UBE2L6,ENSG00000156587,ENSG00000156587.11
chr19,59070374,59070379,"p12@UBE2M,0.5829",-31.0,-,59070374,59070379,"60,179,113",p12,UBE2M,ENSG00000130725,ENSG00000130725.3
chr16,34404288,34404292,"p2@UBE2MP1,0.1989",469.0,-,34404288,34404292,"30,144,255",p2,UBE2MP1,ENSG00000261461,ENSG00000261461.1
chr12,93802429,93802447,"p13@UBE2N,0.0801",499.0,-,93802429,93802447,"211,211,211",p13,UBE2N,ENSG00000177889,ENSG00000177889.5
chrX,142967170,142967177,"p1@UBE2NL,0.1122",0.0,+,142967170,142967177,"211,211,211",p1,UBE2NL,ENSG00000102069,ENSG00000102069.3
chr17,74392873,74392875,"p8@UBE2O,0.1872",-273.0,-,74392873,74392875,"30,144,255",p8,UBE2O,ENSG00000175931,ENSG00000175931.8
chr1,154525951,154525952,"p18@UBE2Q1,0.1337",-399.0,-,154525951,154525952,"211,211,211",p18,UBE2Q1,ENSG00000160714,ENSG00000160714.5
chr15,76175320,76175321,"p19@UBE2Q2,0.0837",-386.0,+,76175320,76175321,"211,211,211",p19,UBE2Q2,ENSG00000140367,ENSG00000140367.7
chr15,85114203,85114229,"p6@UBE2Q2P1,0.3668",-177.0,-,85114203,85114229,"60,179,113",p6,UBE2Q2P1,ENSG00000189136,ENSG00000189136.4
chr15,82647318,82647339,"p1@UBE2Q2P2,0.4041",-20.0,+,82647318,82647339,"60,179,113",p1,UBE2Q2P2,ENSG00000225273,ENSG00000225273.3
chr5,6491565,6491566,"p24@UBE2QL1,0.2027",-104.0,+,6491565,6491566,"30,144,255",p24,UBE2QL1,ENSG00000215218,ENSG00000215218.3
chr9,33816877,33816880,"p20@UBE2R2,0.1668",-301.0,+,33816877,33816880,"30,144,255",p20,UBE2R2,ENSG00000107341,ENSG00000107341.4
chr19,55919477,55919485,"p9@UBE2S,0.3783",-152.0,-,55919477,55919485,"60,179,113",p9,UBE2S,ENSG00000108106,ENSG00000108106.9
chr1,202304949,202304959,"p4@UBE2T,0.0889",-3.0,-,202304949,202304959,"211,211,211",p4,UBE2T,ENSG00000077152,ENSG00000077152.5
chr1,64669465,64669476,"p5@UBE2U,0.2527",-13.0,+,64669465,64669476,"60,179,113",p5,UBE2U,ENSG00000177414,ENSG00000177414.9
chr20,48729835,48729848,"p17@UBE2V1,0.2896",-125.0,-,48729835,48729848,"60,179,113",p17,UBE2V1,ENSG00000244687,ENSG00000244687.7
chr20,3342974,3342993,"p1@UBE2V1P1,0.1082",-3.0,-,3342974,3342993,"211,211,211",p1,UBE2V1P1,ENSG00000226632,ENSG00000226632.1
chr3,175436457,175436469,"p1@UBE2V1P2,0.0990",0.0,-,175436457,175436469,"211,211,211",p1,UBE2V1P2,ENSG00000214192,ENSG00000214192.3
chr8,48962411,48962417,"p5@UBE2V2,0.0754",271.0,+,48962411,48962417,"211,211,211",p5,UBE2V2,ENSG00000169139,ENSG00000169139.7
chr8,74791391,74791392,"p2@UBE2W,0.2882",-246.0,-,74791391,74791392,"60,179,113",p2,UBE2W,ENSG00000104343,ENSG00000104343.15
chr17,46988212,46988219,"p22@UBE2Z,0.1352",160.0,+,46988212,46988219,"211,211,211",p22,UBE2Z,ENSG00000159202,ENSG00000159202.13
chr15,25616259,25616263,"p26@UBE3A,0.0637",195.0,-,25616259,25616263,"211,211,211",p26,UBE3A,ENSG00000114062,ENSG00000114062.13
chr12,109967689,109967694,"p12@UBE3B,0.2176",0.0,+,109967689,109967694,"30,144,255",p12,UBE3B,ENSG00000151148,ENSG00000151148.9
chr7,156931850,156931855,"p6@UBE3C,0.4679",-33.0,+,156931850,156931855,"60,179,113",p6,UBE3C,ENSG00000009335,ENSG00000009335.13
chr11,118230210,118230216,"p5@UBE4A,0.2393",-79.0,+,118230210,118230216,"60,179,113",p5,UBE4A,ENSG00000110344,ENSG00000110344.5
chr11,118230210,118230216,"p5@UBE4A,0.2393",-79.0,+,118230210,118230216,"60,179,113",p5,UBE4A,ENSG00000268110,ENSG00000268110.1
chr1,10188424,10188425,"p25@UBE4B,0.1128",27.0,+,10188424,10188425,"211,211,211",p25,UBE4B,ENSG00000130939,ENSG00000130939.14
chr16,23568449,23568468,"p12@UBFD1,0.2737",-214.0,+,23568449,23568468,"60,179,113",p12,UBFD1,ENSG00000103353,ENSG00000103353.11
chr1,11333076,11333085,"p15@UBIAD1,0.2382",-169.0,+,11333076,11333085,"60,179,113",p15,UBIAD1,ENSG00000120942,ENSG00000120942.9
chr13,30423436,30423444,"p21@UBL3,0.3603",-166.0,-,30423436,30423444,"60,179,113",p21,UBL3,ENSG00000122042,ENSG00000122042.9
chrX,153713424,153713427,"p11@UBL4A,0.1710",-379.0,-,153713424,153713427,"30,144,255",p11,UBL4A,ENSG00000102178,ENSG00000102178.8
chrX,153713424,153713427,"p11@UBL4A,0.1710",-379.0,-,153713424,153713427,"30,144,255",p11,UBL4A,ENSG00000269715,ENSG00000269715.1
chr1,110655137,110655140,"p7@UBL4B,0.4137",75.0,+,110655137,110655140,"60,179,113",p7,UBL4B,ENSG00000186150,ENSG00000186150.3
chr19,9938401,9938402,"p2@UBL5,0.3053",-153.0,+,9938401,9938402,"60,179,113",p2,UBL5,ENSG00000198258,ENSG00000198258.6
chr15,74753997,74754012,"p6@UBL7,0.2058",-468.0,-,74753997,74754012,"30,144,255",p6,UBL7,ENSG00000138629,ENSG00000138629.11
chr5,158689853,158689858,"p5@UBLCP1,0.1920",-230.0,+,158689853,158689858,"30,144,255",p5,UBLCP1,ENSG00000164332,ENSG00000164332.6
chr16,4896496,4896497,"p17@UBN1,0.3244",-168.0,+,4896496,4896497,"60,179,113",p17,UBN1,ENSG00000118900,ENSG00000118900.10
chr7,138943244,138943245,"p16@UBN2,0.2258",10.0,+,138943244,138943245,"30,144,255",p16,UBN2,ENSG00000157741,ENSG00000157741.10
chr20,3140469,3140486,"p2@UBOX5,0.3446",35.0,-,3140469,3140486,"60,179,113",p2,UBOX5,ENSG00000185019,ENSG00000185019.12
chr3,33458318,33458319,"p23@UBP1,0.0816",-6.0,-,33458318,33458319,"211,211,211",p23,UBP1,ENSG00000153560,ENSG00000153560.7
chr9,86323219,86323220,"p17@UBQLN1,0.4212",-51.0,-,86323219,86323220,"60,179,113",p17,UBQLN1,ENSG00000135018,ENSG00000135018.9
chrX,56589675,56589678,"p19@UBQLN2,0.1293",-347.0,+,56589675,56589678,"211,211,211",p19,UBQLN2,ENSG00000188021,ENSG00000188021.7
chr11,5530823,5530824,"p8@UBQLN3,0.2244",-26.0,-,5530823,5530824,"30,144,255",p8,UBQLN3,ENSG00000175520,ENSG00000175520.8
chr1,156023986,156023990,"p3@UBQLN4,0.3432",-401.0,-,156023986,156023990,"60,179,113",p3,UBQLN4,ENSG00000160803,ENSG00000160803.7
chr11,5537955,5537956,"p4@UBQLNL,0.4530",0.0,-,5537955,5537956,"60,179,113",p4,UBQLNL,ENSG00000175518,ENSG00000175518.6
chr15,43398598,43398599,"p7@UBR1,0.2119",-299.0,-,43398598,43398599,"30,144,255",p7,UBR1,ENSG00000159459,ENSG00000159459.7
chr6,42585053,42585054,"p11@UBR2,0.1017",200.0,+,42585053,42585054,"211,211,211",p11,UBR2,ENSG00000024048,ENSG00000024048.6
chr2,170806387,170806388,"p13@UBR3,0.1406",272.0,+,170806387,170806388,"30,144,255",p13,UBR3,ENSG00000144357,ENSG00000144357.12
chr1,19407777,19407778,"p43@UBR4,0.2191",21.0,-,19407777,19407778,"30,144,255",p43,UBR4,ENSG00000127481,ENSG00000127481.10
chr8,103373694,103373695,"p23@UBR5,0.0972",-257.0,-,103373694,103373695,"211,211,211",p23,UBR5,ENSG00000104517,ENSG00000104517.8
chr14,93673414,93673420,"p6@UBR7,0.6637",13.0,+,93673414,93673420,"60,179,113",p6,UBR7,ENSG00000012963,ENSG00000012963.9
chr10,99258397,99258403,"p10@UBTD1,0.1773",-221.0,+,99258397,99258403,"30,144,255",p10,UBTD1,ENSG00000165886,ENSG00000165886.4
chr5,171639199,171639200,"p9@UBTD2,0.1152",-5.0,-,171639199,171639200,"211,211,211",p9,UBTD2,ENSG00000168246,ENSG00000168246.5
chr17,42287257,42287261,"p50@UBTF,0.2347",-467.0,-,42287257,42287261,"60,179,113",p50,UBTF,ENSG00000108312,ENSG00000108312.10
chr11,62446236,62446239,"p16@UBXN1,0.1908",-227.0,-,62446236,62446239,"30,144,255",p16,UBXN1,ENSG00000162191,ENSG00000162191.9
chr1,20517837,20517848,"p7@UBXN10,0.1417",283.0,+,20517837,20517848,"30,144,255",p7,UBXN10,ENSG00000162543,ENSG00000162543.5
chr1,26611605,26611606,"p20@UBXN11,0.1713",280.0,-,26611605,26611606,"30,144,255",p20,UBXN11,ENSG00000158062,ENSG00000158062.16
chr2,24150251,24150267,"p6@UBXN2A,0.4993",69.0,+,24150251,24150267,"60,179,113",p6,UBXN2A,ENSG00000173960,ENSG00000173960.8
chr8,59329045,59329046,"p10@UBXN2B,0.0977",-442.0,+,59329045,59329046,"211,211,211",p10,UBXN2B,ENSG00000215114,ENSG00000215114.3
chr2,136500146,136500149,"p17@UBXN4,0.4431",53.0,+,136500146,136500149,"60,179,113",p17,UBXN4,ENSG00000144224,ENSG00000144224.12
chr19,4454143,4454146,"p11@UBXN6,0.4754",-53.0,-,4454143,4454146,"60,179,113",p11,UBXN6,ENSG00000167671,ENSG00000167671.7
chr3,196134175,196134203,"p2@UBXN7,0.1067",40.0,-,196134175,196134203,"211,211,211",p2,UBXN7,ENSG00000163960,ENSG00000163960.7
chr3,196158244,196158270,"p1@UBXN7-AS1,0.4627",0.0,+,196158244,196158270,"60,179,113",p1,UBXN7-AS1,ENSG00000225822,ENSG00000225822.3
chr8,30601293,30601302,"p5@UBXN8,0.2368",-379.0,+,30601293,30601302,"60,179,113",p5,UBXN8,ENSG00000104691,ENSG00000104691.10
chr19,15939985,15939986,"p12@UCA1,0.0994",228.0,+,15939985,15939986,"211,211,211",p12,UCA1,ENSG00000214049,ENSG00000214049.6
chr4,41259378,41259379,"p19@UCHL1,0.1774",373.0,+,41259378,41259379,"30,144,255",p19,UCHL1,ENSG00000154277,ENSG00000154277.8
chr13,76123665,76123667,"p4@UCHL3,0.4250",46.0,+,76123665,76123667,"60,179,113",p4,UCHL3,ENSG00000118939,ENSG00000118939.13
chr1,192983519,192983520,"p14@UCHL5,0.1018",329.0,-,192983519,192983520,"211,211,211",p14,UCHL5,ENSG00000116750,ENSG00000116750.9
chr9,134406565,134406608,"p2@UCK1,0.4123",0.0,-,134406565,134406608,"60,179,113",p2,UCK1,ENSG00000130717,ENSG00000130717.8
chr1,165867213,165867222,"p22@UCK2,0.3213",0.0,+,165867213,165867222,"60,179,113",p22,UCK2,ENSG00000143179,ENSG00000143179.8
chr20,62572669,62572672,"p16@UCKL1,0.1352",289.0,-,62572669,62572672,"211,211,211",p16,UCKL1,ENSG00000198276,ENSG00000198276.9
chr10,13276329,13276338,"p3@UCMA,0.3920",0.0,-,13276329,13276338,"60,179,113",p3,UCMA,ENSG00000165623,ENSG00000165623.5
chr2,27531106,27531119,"p1@UCN,0.2831",10.0,-,27531106,27531119,"60,179,113",p1,UCN,ENSG00000163794,ENSG00000163794.6
chr3,48601565,48601570,"p5@UCN2,0.1309",-359.0,-,48601565,48601570,"211,211,211",p5,UCN2,ENSG00000145040,ENSG00000145040.3
chr10,5407096,5407099,"p7@UCN3,0.3367",120.0,+,5407096,5407099,"60,179,113",p7,UCN3,ENSG00000265608,ENSG00000265608.2
chr10,5407096,5407099,"p7@UCN3,0.3367",120.0,+,5407096,5407099,"60,179,113",p7,UCN3,ENSG00000178473,ENSG00000178473.5
chr4,141490070,141490071,"p4@UCP1,0.1986",-111.0,-,141490070,141490071,"30,144,255",p4,UCP1,ENSG00000109424,ENSG00000109424.3
chr11,73692444,73692446,"p22@UCP2,0.1287",-461.0,-,73692444,73692446,"211,211,211",p22,UCP2,ENSG00000175567,ENSG00000175567.4
chr11,73720276,73720286,"p2@UCP3,0.1401",0.0,-,73720276,73720286,"30,144,255",p2,UCP3,ENSG00000175564,ENSG00000175564.8
chr11,18610372,18610419,"p5@UEVLD,0.2943",-78.0,-,18610372,18610419,"60,179,113",p5,UEVLD,ENSG00000151116,ENSG00000151116.12
chr1,161123592,161123603,"p4@UFC1,0.5286",50.0,+,161123592,161123603,"60,179,113",p4,UFC1,ENSG00000143222,ENSG00000143222.7
chr22,19467210,19467223,"p5@UFD1L,0.2346",-472.0,-,19467210,19467223,"60,179,113",p5,UFD1L,ENSG00000070010,ENSG00000070010.14
chr6,96970463,96970465,"p13@UFL1,0.2019",234.0,+,96970463,96970465,"30,144,255",p13,UFL1,ENSG00000014123,ENSG00000014123.9
chr13,38935758,38935763,"p19@UFM1,0.1064",189.0,+,38935758,38935763,"211,211,211",p19,UFM1,ENSG00000120686,ENSG00000120686.7
chr7,100487494,100487496,"p3@UFSP1,0.3508",-155.0,-,100487494,100487496,"60,179,113",p3,UFSP1,ENSG00000176125,ENSG00000176125.3
chr4,186343671,186343676,"p4@UFSP2,0.1034",41.0,-,186343671,186343676,"211,211,211",p4,UFSP2,ENSG00000109775,ENSG00000109775.6
chr9,114691778,114691781,"p23@UGCG,0.0753",249.0,+,114691778,114691781,"211,211,211",p23,UGCG,ENSG00000148154,ENSG00000148154.5
chr4,39512024,39512025,"p34@UGDH,0.2982",-28.0,-,39512024,39512025,"60,179,113",p34,UGDH,ENSG00000109814,ENSG00000109814.7
chr2,128902828,128902834,"p23@UGGT1,0.0850",-391.0,+,128902828,128902834,"211,211,211",p23,UGGT1,ENSG00000136731,ENSG00000136731.8
chr13,96705777,96705779,"p9@UGGT2,0.4447",-41.0,-,96705777,96705779,"60,179,113",p9,UGGT2,ENSG00000102595,ENSG00000102595.14
chr2,64073300,64073301,"p25@UGP2,0.2901",92.0,+,64073300,64073301,"60,179,113",p25,UGP2,ENSG00000169764,ENSG00000169764.10
chr2,234669212,234669213,"p5@UGT1A1,0.1351",278.0,+,234669212,234669213,"211,211,211",p5,UGT1A1,ENSG00000242366,ENSG00000242366.2
chr2,234545881,234545882,"p12@UGT1A10,0.1027",365.0,+,234545881,234545882,"211,211,211",p12,UGT1A10,ENSG00000242515,ENSG00000242515.1
chr2,234637687,234637691,"p1@UGT1A3,0.1162",-62.0,+,234637687,234637691,"211,211,211",p1,UGT1A3,ENSG00000243135,ENSG00000243135.1
chr2,234627422,234627425,"p3@UGT1A4,0.3626",0.0,+,234627422,234627425,"60,179,113",p3,UGT1A4,ENSG00000244474,ENSG00000244474.1
chr2,234622127,234622135,"p4@UGT1A5,0.1213",198.0,+,234622127,234622135,"211,211,211",p4,UGT1A5,ENSG00000240224,ENSG00000240224.1
chr2,234601768,234601774,"p19@UGT1A6,0.1212",117.0,+,234601768,234601774,"211,211,211",p19,UGT1A6,ENSG00000167165,ENSG00000167165.14
chr2,234590556,234590568,"p2@UGT1A7,0.3126",-15.0,+,234590556,234590568,"60,179,113",p2,UGT1A7,ENSG00000244122,ENSG00000244122.2
chr2,234526590,234526593,"p4@UGT1A8,0.1448",-105.0,+,234526590,234526593,"30,144,255",p4,UGT1A8,ENSG00000241635,ENSG00000241635.3
chr2,234580887,234580895,"p8@UGT1A9,0.0871",306.0,+,234580887,234580895,"211,211,211",p8,UGT1A9,ENSG00000241119,ENSG00000241119.1
chr4,70465494,70465499,"p4@UGT2A1,p4@UGT2A2,0.4171",-15.0,-,70465494,70465499,"60,179,113",p4,UGT2A1,ENSG00000173610,ENSG00000173610.7
chr4,70465494,70465499,"p4@UGT2A1,p4@UGT2A2,0.4171",-15.0,-,70465494,70465499,"60,179,113",p4,UGT2A1,ENSG00000270386,ENSG00000270386.1
chr4,69817087,69817101,"p8@UGT2A3,0.1319",-8.0,-,69817087,69817101,"211,211,211",p8,UGT2A3,ENSG00000257679,ENSG00000257679.2
chr4,69817087,69817101,"p8@UGT2A3,0.1319",-8.0,-,69817087,69817101,"211,211,211",p8,UGT2A3,ENSG00000135220,ENSG00000135220.6
chr4,70384153,70384165,"p1@UGT2A3P7,0.0730",-33.0,-,70384153,70384165,"211,211,211",p1,UGT2A3P7,ENSG00000248886,ENSG00000248886.2
chr4,69886109,69886116,"p2@UGT2B10,0.0837",0.0,-,69886109,69886116,"211,211,211",p2,UGT2B10,ENSG00000257745,ENSG00000257745.1
chr4,69886109,69886116,"p2@UGT2B10,0.0837",0.0,-,69886109,69886116,"211,211,211",p2,UGT2B10,ENSG00000109181,ENSG00000109181.7
chr4,70080462,70080467,"p1@UGT2B11,0.0836",-13.0,-,70080462,70080467,"211,211,211",p1,UGT2B11,ENSG00000213759,ENSG00000213759.4
chr4,69535873,69535892,"p4@UGT2B15,0.0854",422.0,-,69535873,69535892,"211,211,211",p4,UGT2B15,ENSG00000258085,ENSG00000258085.1
chr4,69535873,69535892,"p4@UGT2B15,0.0854",422.0,-,69535873,69535892,"211,211,211",p4,UGT2B15,ENSG00000196620,ENSG00000196620.4
chr4,69434181,69434188,"p3@UGT2B17,0.1402",13.0,-,69434181,69434188,"30,144,255",p3,UGT2B17,ENSG00000197888,ENSG00000197888.2
chr4,70146190,70146196,"p1@UGT2B28,0.1124",-20.0,+,70146190,70146196,"211,211,211",p1,UGT2B28,ENSG00000135226,ENSG00000135226.12
chr4,70391717,70391719,"p6@UGT2B4,0.0734",12.0,-,70391717,70391719,"211,211,211",p6,UGT2B4,ENSG00000156096,ENSG00000156096.8
chr4,69916852,69916853,"p15@UGT2B7,0.1730",-227.0,+,69916852,69916853,"30,144,255",p15,UGT2B7,ENSG00000171234,ENSG00000171234.9
chr5,35991574,35991582,"p9@UGT3A1,0.4062",-39.0,-,35991574,35991582,"60,179,113",p9,UGT3A1,ENSG00000145626,ENSG00000145626.7
chr5,36067359,36067360,"p5@UGT3A2,0.1889",25.0,-,36067359,36067360,"30,144,255",p5,UGT3A2,ENSG00000168671,ENSG00000168671.5
chr4,115519444,115519446,"p13@UGT8,0.2756",-164.0,+,115519444,115519446,"60,179,113",p13,UGT8,ENSG00000174607,ENSG00000174607.6
chr1,162495993,162495998,"p28@UHMK1,0.1368",-154.0,+,162495993,162495998,"211,211,211",p28,UHMK1,ENSG00000152332,ENSG00000152332.11
chr19,4908996,4908997,"p11@UHRF1,0.2942",-486.0,+,4908996,4908997,"60,179,113",p11,UHRF1,ENSG00000034063,ENSG00000034063.9
chr6,34759294,34759295,"p7@UHRF1BP1,0.2260",-498.0,+,34759294,34759295,"30,144,255",p7,UHRF1BP1,ENSG00000065060,ENSG00000065060.12
chr12,100486932,100486933,"p7@UHRF1BP1L,0.1412",-190.0,-,100486932,100486933,"30,144,255",p7,UHRF1BP1L,ENSG00000111647,ENSG00000111647.8
chr9,6486825,6486826,"p17@UHRF2,0.2060",4.0,+,6486825,6486826,"30,144,255",p17,UHRF2,ENSG00000147854,ENSG00000147854.12
chr5,176333095,176333101,"p17@UIMC1,0.0942",75.0,-,176333095,176333101,"211,211,211",p17,UIMC1,ENSG00000087206,ENSG00000087206.12
chr6,150284726,150284729,"p4@ULBP1,0.2608",-413.0,+,150284726,150284729,"60,179,113",p4,ULBP1,ENSG00000111981,ENSG00000111981.4
chr6,150263078,150263083,"p3@ULBP2,0.3859",-52.0,+,150263078,150263083,"60,179,113",p3,ULBP2,ENSG00000131015,ENSG00000131015.4
chr6,150387033,150387034,"p8@ULBP3,0.1194",-224.0,-,150387033,150387034,"211,211,211",p8,ULBP3,ENSG00000131019,ENSG00000131019.6
chr12,132405622,132405627,"p17@ULK1,0.1800",331.0,+,132405622,132405627,"30,144,255",p17,ULK1,ENSG00000177169,ENSG00000177169.5
chr17,19771364,19771375,"p14@ULK2,0.2639",-115.0,-,19771364,19771375,"60,179,113",p14,ULK2,ENSG00000083290,ENSG00000083290.15
chr15,75135218,75135223,"p9@ULK3,0.3281",-201.0,-,75135218,75135223,"60,179,113",p9,ULK3,ENSG00000140474,ENSG00000140474.8
chr3,41723361,41723362,"p20@ULK4,0.1220",-240.0,-,41723361,41723362,"211,211,211",p20,ULK4,ENSG00000168038,ENSG00000168038.6
chr16,20362273,20362286,"p8@UMOD,0.2849",-109.0,-,20362273,20362286,"60,179,113",p8,UMOD,ENSG00000169344,ENSG00000169344.11
chr21,43547297,43547298,"p20@UMODL1,0.1894",-483.0,+,43547297,43547298,"30,144,255",p20,UMODL1,ENSG00000177398,ENSG00000177398.14
chr3,124456884,124456889,"p4@UMPS,0.1038",-88.0,+,124456884,124456889,"211,211,211",p4,UMPS,ENSG00000114491,ENSG00000114491.9
chr17,26876407,26876411,"p20@UNC119,0.3266",5.0,-,26876407,26876411,"60,179,113",p20,UNC119,ENSG00000109103,ENSG00000109103.7
chr12,121158614,121158615,"p3@UNC119B,0.1521",-290.0,+,121158614,121158615,"30,144,255",p3,UNC119B,ENSG00000175970,ENSG00000175970.7
chr19,17799371,17799377,"p8@UNC13A,0.3451",-197.0,-,17799371,17799377,"60,179,113",p8,UNC13A,ENSG00000130477,ENSG00000130477.10
chr9,35227720,35227727,"p7@UNC13B,0.4680",-67.0,+,35227720,35227727,"60,179,113",p7,UNC13B,ENSG00000198722,ENSG00000198722.8
chr15,54304883,54304900,"p9@UNC13C,0.0938",-200.0,+,54304883,54304900,"211,211,211",p9,UNC13C,ENSG00000137766,ENSG00000137766.12
chr17,73839341,73839350,"p14@UNC13D,0.1790",-337.0,-,73839341,73839350,"30,144,255",p14,UNC13D,ENSG00000092929,ENSG00000092929.7
chr15,91493025,91493026,"p9@UNC45A,0.2849",-18.0,+,91493025,91493026,"60,179,113",p9,UNC45A,ENSG00000140553,ENSG00000140553.12
chr17,33474519,33474548,"p3@UNC45B,0.1918",-287.0,+,33474519,33474548,"30,144,255",p3,UNC45B,ENSG00000141161,ENSG00000141161.7
chr2,99224611,99224621,"p4@UNC50,0.3214",-420.0,+,99224611,99224621,"60,179,113",p4,UNC50,ENSG00000115446,ENSG00000115446.7
