	gene_id	gene_type	split	labels	gene_name	TSS	chromosome_name	strand	fpkm_median	tpm_median	fpkm_uq_median
17610	ENSG00000203908	protein_coding	train	-1.4632121967076763	KHDC3L	74072400	chr6	+	-5.779917739350753	-4.6117553466077	-5.665660560093073
17611	ENSG00000203950	protein_coding	train	1.3923403347317391	RTL8A	134186205	chrX	-	6.128926421103703	7.607371004574358	6.324614415231917
17612	ENSG00000203989	protein_coding	train	-1.4561495732847278	RHOXF2B	119211707	chrX	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17613	ENSG00000204007	protein_coding	train	-1.4632121967076763	GLT6D1	138531386	chr9	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17614	ENSG00000204019	protein_coding	train	-1.4632121967076763	CT83	115594164	chrX	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17615	ENSG00000204021	protein_coding	train	-1.4632121967076763	LIPK	90484301	chr10	+	-5.6152870375779536	-4.405069330187608	-5.532824877385981
17616	ENSG00000204070	protein_coding	train	0.6303196142768118	SYS1	43991779	chr20	+	2.894449162196864	4.381670992798445	3.079343974186161
17617	ENSG00000204140	protein_coding	train	-1.4632121967076763	CLPSL1	35748794	chr6	+	-0.97908893441831	0.5181322359450327	-0.8008773579863994
17618	ENSG00000204161	protein_coding	train	-0.9444477254960636	TMEM273	50386446	chr10	-	-0.8165452458250578	0.716859235618207	-0.616613653800984
17619	ENSG00000204172	protein_coding	train	-0.0472713428827389	AGAP9	47222824	chr10	-	0.207268173112028	1.674099028537714	0.3409609845188627
17620	ENSG00000204174	protein_coding	train	-1.2614804456562103	NPY4R	47083534	chr10	-	-6.002310160687201	-4.799872345726398	-5.828280760912151
17621	ENSG00000204178	protein_coding	train	0.7993668424724238	MACO1	25757411	chr1	+	2.950319097751636	4.426164098048391	3.1185424601819007
17622	ENSG00000204179	protein_coding	train	-1.0712138125784667	PTPN20	46611852	chr10	+	-2.456405135747399	-1.0112971376567712	-2.3025820060825506
17623	ENSG00000204237	protein_coding	train	1.0381825223112604	OXLD1	79633665	chr17	-	4.273001082464643	5.720023946124281	4.462373027507555
17624	ENSG00000204246	protein_coding	test	-1.4632121967076763	OR13C3	107299137	chr9	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17625	ENSG00000204296	protein_coding	train	-1.4632121967076763	TSBP1	32339684	chr6	-	-5.559791924986251	-4.371833000713677	-5.448508591452506
17626	ENSG00000204311	protein_coding	train	-0.3634187199456851	PJVK	179317978	chr2	+	-1.273343137314313	0.1770886021059673	-1.1243771874674886
17627	ENSG00000204323	protein_coding	train	-1.0479212477968731	SMIM5	73632675	chr17	+	-2.235823723644072	-0.8165452458250578	-2.0655212410931174
17628	ENSG00000204334	protein_coding	train	-0.5634051683211997	ERICH2	171640296	chr2	+	1.8842853194794809	3.3272705892785104	2.043554488873012
17629	ENSG00000204348	protein_coding	train	0.7270440540926415	DXO	31940029	chr6	-	3.1867540845831828	4.700911291363036	3.3512608247060047
17630	ENSG00000204356	protein_coding	train	1.2209386675291998	NELFE	31926696	chr6	-	5.238905296320494	6.693981710084786	5.388175757768018
17631	ENSG00000204361	protein_coding	train	-1.2902385904617033	NXPE2	114549200	chr11	+	-4.736965594166207	-3.3913799756395075	-4.587272661408357
17632	ENSG00000204379	protein_coding	train	-1.4632121967076763	XAGE1A	52260154	chrX	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17633	ENSG00000204382	protein_coding	train	-1.4632121967076763	XAGE1B	52239019	chrX	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17634	ENSG00000204388	protein_coding	valid	1.5104783173919638	HSPA1B	31795512	chr6	+	5.137335472778946	6.622262715803302	5.2773673797174165
17635	ENSG00000204394	protein_coding	train	1.1335525674240323	VARS1	31763730	chr6	-	4.2729936201395535	5.716274854753655	4.456838997104267
17636	ENSG00000204420	protein_coding	test	-1.2157053391170711	MPIG6B	31691150	chr6	+	-0.936497057693842	0.5618881952880314	-0.8109661756099832
17637	ENSG00000204449	protein_coding	train	-1.4632121967076763	TRIM49C	89764274	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17638	ENSG00000204478	protein_coding	train	-1.4632121967076763	PRAMEF20	13736907	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17639	ENSG00000204479	protein_coding	train	-1.4632121967076763	PRAMEF17	13716092	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17640	ENSG00000204480	protein_coding	train	-1.4632121967076763	PRAMEF19	13698405	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17641	ENSG00000204481	protein_coding	train	-1.4632121967076763	PRAMEF14	13673511	chr1	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17642	ENSG00000204501	protein_coding	train	-1.4632121967076763	PRAMEF15	13421176	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17643	ENSG00000204510	protein_coding	train	-1.4632121967076763	PRAMEF7	12976450	chr1	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17644	ENSG00000204532	protein_coding	train	-1.3138772801113	ZSCAN5C	56713670	chr19	+	-5.454822365384708	-4.184424571137428	-5.282087830355572
17645	ENSG00000204571	protein_coding	train	-1.4632121967076763	KRTAP5-11	71293921	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17646	ENSG00000204572	protein_coding	train	-1.3573609044631378	KRTAP5-10	71276609	chr11	+	-1.9428616956064584	-0.4811627575634881	-1.697593205442274
17647	ENSG00000204595	protein_coding	train	-1.4632121967076763	DPRX	54135310	chr19	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17648	ENSG00000204612	protein_coding	train	-1.4632121967076763	FOXB2	79634571	chr9	+	-4.752437002928646	-3.3823253745313187	-4.519528054772524
17649	ENSG00000204624	protein_coding	train	-1.0191631029913797	DISP3	11539295	chr1	+	-3.547931769776189	-2.091110253026279	-3.3190455863542407
17650	ENSG00000204628	protein_coding	train	2.325082125541657	RACK1	180670947	chr5	-	8.282121446561744	9.684891831034973	8.471940970915151
17651	ENSG00000204657	protein_coding	train	-1.4632121967076763	OR2H2	29555683	chr6	+	-6.519528054772524	-5.52616114710497	-6.417347659966045
17652	ENSG00000204687	protein_coding	train	-1.4632121967076763	MAS1L	29455738	chr6	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17653	ENSG00000204695	protein_coding	train	-1.4632121967076763	OR14J1	29274403	chr6	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17654	ENSG00000204700	protein_coding	train	-1.4632121967076763	OR2J2	29141311	chr6	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17655	ENSG00000204701	protein_coding	train	-1.4632121967076763	OR2J3	29079668	chr6	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17656	ENSG00000204702	protein_coding	train	-1.4632121967076763	OR2J1	29068386	chr6	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17657	ENSG00000204703	protein_coding	train	-1.4632121967076763	OR2B3	29055090	chr6	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17658	ENSG00000204704	protein_coding	train	-1.4632121967076763	OR2W1	29013017	chr6	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17659	ENSG00000204740	protein_coding	train	-1.3052990334988772	MALRD1	19493245	chr10	+	-5.629500896797655	-4.417347659966045	-5.493296513199343
17660	ENSG00000204767	protein_coding	train	-1.0609457902387665	INSYN2B	169407744	chr5	-	-3.1883645691462563	-1.791357890984834	-2.9257686058142083
17661	ENSG00000204779	protein_coding	train	-1.4010570915541127	FOXD4L5	70178815	chr9	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17662	ENSG00000204839	protein_coding	train	-0.1190979704083272	MROH6	144655141	chr8	-	3.557030157819628	4.961979791043355	3.75407508958804
17663	ENSG00000204849	protein_coding	train	-1.4632121967076763	SPATA31A1	39355699	chr9	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17664	ENSG00000204851	protein_coding	train	-0.4679877887246525	PNMA8B	46999755	chr19	-	-0.8825709164131056	0.5387367998742166	-0.7461317195582807
17665	ENSG00000204856	protein_coding	train	0.4937098737604427	FAM216A	110906220	chr12	+	1.4050665602104704	2.917259882076891	1.5590022661895195
17666	ENSG00000204887	protein_coding	train	-1.4632121967076763	KRTAP1-4	39186356	chr17	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17667	ENSG00000204913	protein_coding	train	-1.4378143784255997	LRRC3C	38097727	chr17	+	-5.356975041986564	-4.023269779322847	-5.184424571137428
17668	ENSG00000204918	protein_coding	train	-1.4632121967076763	PRR20B	57721622	chr13	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17669	ENSG00000204919	protein_coding	train	-1.4632121967076763	PRR20A	57715052	chr13	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17670	ENSG00000204922	protein_coding	test	0.6460879932730751	UQCC3	62437745	chr11	+	2.0100994995595154	3.451171540225652	2.205423793982756
17671	ENSG00000204928	protein_coding	train	-1.4632121967076763	GRXCR2	145252531	chr5	-	-6.020925838854548	-4.904008087075398	-5.886832943267265
17672	ENSG00000204930	protein_coding	train	-1.4223325904808852	FAM221B	35828744	chr9	-	-5.512925319948276	-4.270904091862896	-5.374823043319489
17673	ENSG00000204978	protein_coding	test	-1.366944343750552	ERICH4	41949063	chr19	+	-4.917024972742232	-3.669326877290843	-4.77595972578207
17674	ENSG00000205002	protein_coding	train	-1.114664222225472	AARD	117950438	chr8	+	0.2932527564278794	1.7821149633888134	0.4758112371401405
17675	ENSG00000205022	protein_coding	train	-1.3535810907547805	PABPN1L	88933026	chr16	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17676	ENSG00000205029	protein_coding	train	-1.4632121967076763	OR5D16	55606228	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17677	ENSG00000205030	protein_coding	train	-1.4632121967076763	OR5L2	55594695	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17678	ENSG00000205076	protein_coding	train	-1.3479672487791965	LGALS7	39264072	chr19	-	-4.55979192498625	-3.177881725270656	-4.4359633381333925
17679	ENSG00000205097	protein_coding	train	-1.4632121967076763	FRG2	190948409	chr4	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17680	ENSG00000205111	protein_coding	train	-1.2708741013401512	CDKL4	39456673	chr2	-	-4.158429362604483	-2.749523447497031	-3.921390165303634
17681	ENSG00000205126	protein_coding	train	-1.440067893877767	ACCSL	44069531	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17682	ENSG00000205133	protein_coding	test	0.3885096283124348	TRIQK	93978373	chr8	-	2.4156775532017747	3.8431798902571743	2.5814476646680373
17683	ENSG00000205209	protein_coding	train	-0.8387553758264926	SCGB2B2	35166604	chr19	-	-2.125950636244774	-0.6538089702009302	-1.9126729482025249
17684	ENSG00000205238	protein_coding	train	-1.3424190672799516	SPDYE2	102191679	chr7	+	-1.4703289516522169	0.011066201406205	-1.2354839862020477
17685	ENSG00000205301	protein_coding	test	-1.4632121967076763	MGAT4D	141419486	chr4	-	-7.039784866105864	-6.310432456049533	-7.002310160687201
17686	ENSG00000205327	protein_coding	train	-1.4632121967076763	OR6C68	55886147	chr12	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17687	ENSG00000205328	protein_coding	train	-1.4632121967076763	OR6C65	55794214	chr12	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17688	ENSG00000205329	protein_coding	valid	-1.4632121967076763	OR6C3	55725485	chr12	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17689	ENSG00000205330	protein_coding	train	-1.4632121967076763	OR6C1	55714346	chr12	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17690	ENSG00000205336	protein_coding	train	0.9793460351310328	ADGRG1	57662218	chr16	+	4.62595426296541	6.161893727175854	4.885959877501128
17691	ENSG00000205363	protein_coding	train	-0.3326872526758376	INSYN1	74045088	chr15	-	-2.5691795034802287	-1.1228054528737617	-2.401253683845745
17692	ENSG00000205364	protein_coding	train	-0.0079483250717184	MT1M	56666145	chr16	+	1.8233825268001165	3.3477081712454755	2.0085944524355046
17693	ENSG00000205409	protein_coding	train	-1.4632121967076763	OR52E6	5863127	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17694	ENSG00000205423	protein_coding	train	0.811699514581552	CNEP1R1	50058321	chr16	+	1.3991710938198227	2.89305150273685	1.5784557217795718
17695	ENSG00000205445	protein_coding	train	-1.4632121967076763	KRTAP10-2	45971388	chr21	-	-6.158429362604484	-5.054092702789747	-6.137965260044767
17696	ENSG00000205457	protein_coding	train	-1.4355715179326214	TP53TG3C	33204156	chr16	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17697	ENSG00000205495	protein_coding	test	-1.4632121967076763	OR52J3	5067756	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17698	ENSG00000205496	protein_coding	train	-1.4632121967076763	OR51A2	4976943	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17699	ENSG00000205497	protein_coding	train	-1.4632121967076763	OR51A4	4968356	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17700	ENSG00000205544	protein_coding	train	1.623330604653602	TMEM256	7307358	chr17	-	3.167245513905703	4.605553595494404	3.306087215560272
17701	ENSG00000205571	protein_coding	train	0.870719424285526	SMN2	69345350	chr5	+	0.1037997431576679	1.5932581459361252	0.2980717349339951
17702	ENSG00000205572	protein_coding	train	0.4665824476036594	SERF1B	69321096	chr5	+	-2.2905328986118283	-0.8270005274082378	-2.1146599217753344
17703	ENSG00000205593	protein_coding	train	0.0662616456989348	DENND6B	50765489	chr22	-	1.1543239646604773	2.5880849585339805	1.3540571567523148
17704	ENSG00000205643	protein_coding	train	0.4371187247271735	CDPF1	46646576	chr22	-	2.3209756018030707	3.7687454107905154	2.5244147757941096
17705	ENSG00000205667	protein_coding	valid	-1.4632121967076763	ARSH	2924654	chrX	+	-2.576045405985103	-1.0679388286565756	-2.3883554566263383
17706	ENSG00000205670	protein_coding	valid	0.29518068486205	SMIM11A	35747867	chr21	+	-6.276485124126196	-5.227016447861895	-6.158429362604484
17707	ENSG00000205707	protein_coding	train	0.6984294176952295	ETFRF1	25348150	chr12	+	3.649144063359707	5.121844297876376	3.8147964911821535
17708	ENSG00000205718	protein_coding	train	-1.4632121967076763	MBD3L4	7040190	chr19	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17709	ENSG00000205777	protein_coding	train	-1.4632121967076763	GAGE1	49363628	chrX	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17710	ENSG00000205808	protein_coding	train	0.5116834943879374	PLPP6	4662298	chr9	+	1.8707395249889391	3.335125910810957	2.0511284414527227
17711	ENSG00000205857	protein_coding	train	-1.4632121967076763	NANOGNB	7917812	chr12	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17712	ENSG00000205863	protein_coding	train	-1.307002317592997	C1QTNF9B	24471194	chr13	-	-4.908334012478187	-3.645660686621473	-4.706511797624493
17713	ENSG00000205864	protein_coding	train	-1.4632121967076763	KRTAP5-6	1718425	chr11	+	-5.158429362604483	-3.938984225318373	-4.974829424265094
17714	ENSG00000205867	protein_coding	test	-1.4538185410237352	KRTAP5-2	1619524	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17715	ENSG00000205869	protein_coding	test	-1.4632121967076763	KRTAP5-1	1606513	chr11	-	-1.4965494909944312	-0.0753679929903033	-1.3349711323629612
17716	ENSG00000205884	protein_coding	train	-1.4632121967076763	DEFB136	11832108	chr8	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17717	ENSG00000206026	protein_coding	train	-1.4632121967076763	SMIM21	73139637	chr18	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17718	ENSG00000206047	protein_coding	train	-1.4632121967076763	DEFA1	6837602	chr8	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17719	ENSG00000206053	protein_coding	train	1.2849301522107264	JPT2	1728257	chr16	+	4.608472180282151	6.068844903703963	4.786376804635239
17720	ENSG00000206069	protein_coding	train	-1.4632121967076763	TMEM211	25342662	chr22	-	-2.4819685073978306	-0.9959660987155102	-2.2799842649171955
17721	ENSG00000206077	protein_coding	train	-0.2181636144929143	ZDHHC11B	732786	chr5	-	-1.9148473194368616	-0.5232554159295593	-1.823166629215509
17722	ENSG00000206102	protein_coding	train	-1.4632121967076763	KRTAP19-8	32410795	chr21	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17723	ENSG00000206104	protein_coding	train	-1.4632121967076763	KRTAP20-3	32015183	chr21	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17724	ENSG00000206105	protein_coding	train	-1.4632121967076763	KRTAP20-4	31992946	chr21	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17725	ENSG00000206106	protein_coding	train	-1.4632121967076763	KRTAP22-2	31962716	chr21	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17726	ENSG00000206107	protein_coding	train	-1.4632121967076763	KRTAP27-1	31710012	chr21	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17727	ENSG00000206127	protein_coding	test	-0.771849485940815	GOLGA8O	32747835	chr15	-	-6.392894616241506	-5.41119543298445	-6.310432456049533
17728	ENSG00000206181	protein_coding	train	-1.4632121967076763	ELOA2	44561988	chr18	-	-5.282087830355572	-3.99079617267016	-5.1127866970487705
17729	ENSG00000206262	protein_coding	train	-1.3611710784461104	FOXL2NB	138666076	chr3	+	-3.251538766995965	-1.8525630411825191	-3.038598926835721
17730	ENSG00000206474	protein_coding	train	-1.4632121967076763	OR10C1	29407083	chr6	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17731	ENSG00000206527	protein_coding	valid	0.909348797073168	HACD2	123304032	chr3	-	3.941378669065685	5.39959495141979	4.12983525733849
17732	ENSG00000206530	protein_coding	test	-0.3917976651345413	CFAP44	113160361	chr3	-	-1.402778731599688	0.1398623680156409	-1.192974874501356
17733	ENSG00000206536	protein_coding	train	-1.4632121967076763	OR5K3	98109510	chr3	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17734	ENSG00000211450	protein_coding	train	1.374497311076151	SELENOH	57508985	chr11	+	2.7977808269377937	4.237479589245559	2.964694349755966
17735	ENSG00000212124	protein_coding	train	-0.7240843108569268	TAS2R19	11175219	chr12	-	-3.061300186760664	-1.5700359564830533	-2.858305638035469
17736	ENSG00000212126	protein_coding	train	-1.16249958979241	TAS2R50	11139511	chr12	-	-5.878321443411747	-4.710283551513701	-5.733123527871812
17737	ENSG00000212128	protein_coding	train	-1.2018340551432876	TAS2R13	11062161	chr12	-	-5.811978948583052	-4.618827395283202	-5.643856189774724
17738	ENSG00000212658	protein_coding	train	-1.4632121967076763	KRTAP29-1	39459103	chr17	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17739	ENSG00000212659	protein_coding	train	-1.4632121967076763	KRTAP9-6	39421591	chr17	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17740	ENSG00000212722	protein_coding	train	-1.4632121967076763	KRTAP4-9	39261584	chr17	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17741	ENSG00000212724	protein_coding	test	-1.4632121967076763	KRTAP2-3	39216344	chr17	-	-2.631287516271669	-1.2884169925260387	-2.432843996289213
17742	ENSG00000212725	protein_coding	train	-1.4632121967076763	KRTAP2-1	39203568	chr17	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17743	ENSG00000212747	protein_coding	train	0.6378735694932776	RTL8B	134156559	chrX	-	3.5802781676650453	5.098537464227099	3.801251796956243
17744	ENSG00000212807	protein_coding	train	-1.3333139103797556	OR2A42	143929936	chr7	-	-5.673002535434241	-4.383830533813269	-5.539519529959989
17745	ENSG00000212916	protein_coding	train	-0.3650556694497594	MAP10	232940643	chr1	+	0.3113868581620388	1.7183506654506338	0.4690524098546894
17746	ENSG00000212933	protein_coding	train	-1.4632121967076763	KRTAP12-4	46074576	chr21	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17747	ENSG00000212938	protein_coding	test	-1.4632121967076763	KRTAP6-3	31964759	chr21	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17748	ENSG00000213024	protein_coding	train	1.1370408460100114	NUP62	50432761	chr19	-	3.9384363588516944	5.420340914849761	4.066011670432631
17749	ENSG00000213030	protein_coding	train	-1.3688844859665616	CGB8	49552400	chr19	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17750	ENSG00000213066	protein_coding	valid	0.5048451593913321	CEP43	167412670	chr6	+	-0.5435092284166205	0.9226545660831516	-0.3536529846486553
17751	ENSG00000213085	protein_coding	train	-0.7529048760994538	CFAP45	159868059	chr1	-	-0.2346349924501946	1.2445826609705135	-0.0241497397288343
17752	ENSG00000213088	protein_coding	train	-0.5950411628667404	ACKR1	159173097	chr1	+	0.3408470770504139	1.8232194597405864	0.4857359429892056
17753	ENSG00000213123	protein_coding	train	0.6942041527354765	DYNLT2B	196045170	chr3	-	0.7478599848015891	2.239214714157847	0.9760703006957344
17754	ENSG00000213199	protein_coding	train	-0.140640983900446	ASIC3	150745379	chr7	+	-0.7300093655116824	0.7253485330042124	-0.5553329331580924
17755	ENSG00000213213	protein_coding	train	0.1204215811290407	CCDC183	139693867	chr9	+	-1.469929257774916	0.0688771408503078	-1.2926519125167304
17756	ENSG00000213214	protein_coding	train	0.1153435938984353	ARHGEF35	143892748	chr7	-	0.9441087991079548	2.4480287289937546	1.1022549937751744
17757	ENSG00000213215	protein_coding	train	-1.4632121967076763	OR2F1	143657027	chr7	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17758	ENSG00000213533	protein_coding	train	0.5822807046625992	STIMATE	52931612	chr3	-	-2.553002759323612	-1.0855885557189888	-2.363642193964105
17759	ENSG00000213593	protein_coding	train	1.402716839826999	TMX2	57480086	chr11	+	5.289764393931448	6.722822555607716	5.471031344271528
17760	ENSG00000213648	protein_coding	train	0.6787360519076674	SULT1A4	29467780	chr16	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17761	ENSG00000213699	protein_coding	train	1.0248755554742637	SLC35F6	26987156	chr2	+	3.8227913209955977	5.309070659617442	4.00915006930917
17762	ENSG00000213760	protein_coding	train	-0.0964919588075043	ATP6V1G2	31514621	chr6	-	-1.0267928458865443	0.3679301414318828	-0.8775260588243554
17763	ENSG00000213892	protein_coding	train	-1.4632121967076763	CEACAM16	45202421	chr19	+	-5.844768883700721	-4.680382065799838	-5.673002535434241
17764	ENSG00000213921	protein_coding	train	-1.4632121967076763	LEUTX	40267235	chr19	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17765	ENSG00000213995	protein_coding	train	1.0305572262729554	NAXD	111268008	chr13	+	3.332106386989738	4.813678595921809	3.5166707684832006
17766	ENSG00000213996	protein_coding	train	-0.5752964219328014	TM6SF2	19384074	chr19	-	-2.601211852366231	-1.1703939535394454	-2.4819685073978306
17767	ENSG00000213999	protein_coding	train	0.4119818515037308	MEF2B	19303400	chr19	-	-3.4932965131993434	-1.989076972815208	-3.326262685151254
17768	ENSG00000214042	protein_coding	train	-1.4632121967076763	IFNA7	21202204	chr9	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17769	ENSG00000214046	protein_coding	train	0.8547535288905326	SMIM7	16770968	chr19	-	2.782618243736098	4.246415688359348	2.9741621677965995
17770	ENSG00000214097	protein_coding	train	-1.4355715179326214	SMCO1	196242217	chr3	-	-6.097887820669432	-4.899695094204314	-5.993091630657824
17771	ENSG00000214102	protein_coding	train	-1.4010570915541127	WEE2	141408153	chr7	+	-4.330610337987164	-2.962406924459767	-4.158429362604483
17772	ENSG00000214194	protein_coding	train	1.10847272868424	SMIM30	112758668	chr7	-	4.472357793081567	5.903717989646004	4.640077154411542
17773	ENSG00000214216	protein_coding	train	-1.4514989074990443	IQCJ	158787117	chr3	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17774	ENSG00000214290	protein_coding	train	-0.7357102252505222	COLCA2	111169976	chr11	+	0.0197730690400268	1.477211031198532	0.2228045610452608
17775	ENSG00000214338	protein_coding	train	-0.4089573869211383	SOGA3	127840500	chr6	-	-5.680382065799839	-4.457989644463392	-5.50635266602479
17776	ENSG00000214511	protein_coding	train	-1.2918885542488427	HIGD1C	51347705	chr12	+	-4.181803870978292	-2.8018830708475444	-4.0303245368567975
17777	ENSG00000214518	protein_coding	train	-1.4632121967076763	KRTAP2-2	39211482	chr17	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17778	ENSG00000214562	protein_coding	train	-0.4219830298724053	NUTM2D	89117477	chr10	+	-2.213570916796944	-0.7861239566170577	-1.9867878885731487
17779	ENSG00000214642	protein_coding	train	-1.4632121967076763	DEFB113	49937338	chr6	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17780	ENSG00000214655	protein_coding	test	0.9890888723038112	ZSWIM8	75545340	chr10	+	2.2925756352135105	3.77855553858251	2.4522527737069577
17781	ENSG00000214700	protein_coding	train	-1.4632121967076763	C12orf71	27235447	chr12	-	-4.210896782498619	-2.7710274302398394	-4.056491198838264
17782	ENSG00000214717	protein_coding	test	1.081160161641071	ZBED1	2419008	chrX	-	3.3618104608001937	4.864270351006033	3.534534784582584
17783	ENSG00000214756	protein_coding	train	-0.0363686650653162	CSKMT	62432785	chr11	+	1.1231364268560595	2.605541743360766	1.3172461741408796
17784	ENSG00000214782	protein_coding	train	-1.4632121967076763	MS4A18	60496789	chr11	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17785	ENSG00000214814	protein_coding	train	-1.307002317592997	FER1L6	124864227	chr8	+	-5.194955238629597	-3.871970611259359	-5.063710705351345
17786	ENSG00000214819	protein_coding	train	-1.4632121967076763	CDRT15L2	20483037	chr17	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17787	ENSG00000214872	protein_coding	train	-1.3630877037223967	SMTNL1	57308979	chr11	+	-0.5086086399651578	0.9440338130095004	-0.2648244577461894
17788	ENSG00000214891	protein_coding	train	-1.4632121967076763	TRIM64C	49080664	chr11	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17789	ENSG00000214929	protein_coding	test	-1.4632121967076763	SPATA31D1	84603687	chr9	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17790	ENSG00000214940	protein_coding	train	0.5996378061393351	NPIPA8	18441131	chr16	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17791	ENSG00000214944	protein_coding	train	-0.3406302791808908	ARHGEF28	73178304	chr5	+	0.1172960856572415	1.5833746627050742	0.3403913572200783
17792	ENSG00000214946	protein_coding	test	-1.2885943457979498	TBC1D26	15635597	chr17	+	-6.67300253543424	-5.748553568441419	-6.587272661408358
17793	ENSG00000214960	protein_coding	train	-0.5507640738972822	CRPPA	16460947	chr7	-	-1.4571971725726112	-0.0017322736212371	-1.25463357341883
17794	ENSG00000214967	protein_coding	train	0.7438266578253075	NPIPA7	16472912	chr16	+	-7.643856189774724	-7.643856189774724	-7.643856189774724
17795	ENSG00000214978	protein_coding	train	-1.4632121967076763	GSG1L2	9725388	chr17	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17796	ENSG00000215009	protein_coding	train	-1.4632121967076763	ACSM4	7456880	chr12	+	-5.651087759005801	-4.36587144247496	-5.539519529959989
17797	ENSG00000215012	protein_coding	train	0.5707915241112884	RTL10	19842409	chr22	-	2.4852464790181363	3.946160031288673	2.6450329488756466
17798	ENSG00000215029	protein_coding	train	-1.4632121967076763	TCP11X2	101726732	chrX	-	-7.643856189774724	-7.643856189774724	-7.643856189774724
17799	ENSG00000215126	protein_coding	train	-0.4115340587130511	CBWD6	42687353	chr9	-	-2.5328248773859805	-1.1357445085812596	-2.3168874781868323
